,GeoPoint,Shape,x,y,node,xGPS,yGPS
Boriette,"7774384.59397, 1585822.80655","[1585822.806551964, 7774384.593971048]",1585822.80655,7774384.59397,N2587,1.5507115657801909,45.16425246848057
