,x,y,xGPS,yGPS,xyGPS,Feeder,Geo,Geo_Name
N447,1588222.79394533,7770375.324232003,1.5821186110047516,45.12866633909022,"(1.5821186110047516, 45.12866633909022)",F16,190630000,Cosnac
N448,1588543.1988751984,7770758.512831463,1.586091451604739,45.13216001419022,"(1.586091451604739, 45.13216001419022)",F16,190630000,Cosnac
N449,1588189.8048830302,7770278.43001067,1.58172320540475,45.1277909544902,"(1.58172320540475, 45.1277909544902)",F16,190630000,Cosnac
N450,1588806.8197967422,7771162.799399109,1.589339609504726,45.1358334877902,"(1.589339609504726, 45.1358334877902)",F16,190630000,Cosnac
N451,1588158.1562896096,7770228.595960452,1.5813336580047543,45.12733826849019,"(1.5813336580047543, 45.12733826849019)",F16,190630000,Cosnac
N452,1589028.7058504706,7771556.200608855,1.5920613855047197,45.139402204890224,"(1.5920613855047197, 45.139402204890224)",F16,190630000,Cosnac
N453,1588641.0680095046,7770792.483804218,1.587324685904732,45.132481343190214,"(1.587324685904732, 45.132481343190214)",F16,190630000,Cosnac
N454,1589144.6412646712,7771724.261799033,1.5934924687047136,45.140930263090226,"(1.5934924687047136, 45.140930263090226)",F16,190630000,Cosnac
N455,1586670.823440274,7768787.862901983,1.56281788140481,45.114153273790166,"(1.56281788140481, 45.114153273790166)",F16,190630000,Cosnac
N456,1586715.630491877,7768740.216011584,1.5633973986048122,45.11373315389015,"(1.5633973986048122, 45.11373315389015)",F16,190630000,Cosnac
N457,1586744.9716101594,7768716.887135099,1.5637749921048116,45.11352871109015,"(1.5637749921048116, 45.11352871109015)",F16,190630000,Cosnac
N458,1587006.3911387469,7768746.876562896,1.5670821751047956,45.113842284190156,"(1.5670821751047956, 45.113842284190156)",F16,190630000,Cosnac
N459,1588183.3831630556,7769304.852306702,1.5818724335047516,45.11904978479016,"(1.5818724335047516, 45.11904978479016)",F16,190630000,Cosnac
N460,1587724.710487302,7768792.646709989,1.57617844660477,45.114374515890134,"(1.57617844660477, 45.114374515890134)",F16,190630000,Cosnac
N461,1587697.430010451,7768764.925399577,1.575839164004775,45.114121061790115,"(1.575839164004775, 45.114121061790115)",F16,190630000,Cosnac
N462,1587053.455604365,7768392.1532796435,1.567763734504799,45.110665848690125,"(1.567763734504799, 45.110665848690125)",F16,190630000,Cosnac
N463,1588758.2834037803,7769672.742231491,1.589075284904725,45.12244861139017,"(1.589075284904725, 45.12244861139017)",F16,190630000,Cosnac
N464,1587055.932041887,7768224.725375308,1.5678351779047992,45.10916324349015,"(1.5678351779047992, 45.10916324349015)",F16,190630000,Cosnac
N465,1588910.3182169732,7769693.132000291,1.5909983629047213,45.12265700879015,"(1.5909983629047213, 45.12265700879015)",F16,190630000,Cosnac
N466,1587029.0063324908,7768139.838751359,1.5675141413047935,45.108396643690135,"(1.5675141413047935, 45.108396643690135)",F16,190930000,Jugeals-Nazareth
N467,1588757.301773519,7769433.779216896,1.5891191592047238,45.12030320689017,"(1.5891191592047238, 45.12030320689017)",F16,190630000,Cosnac
N468,1588822.7784889704,7769354.551523415,1.5899680647047234,45.11960287989019,"(1.5899680647047234, 45.11960287989019)",F16,190630000,Cosnac
N469,1588637.2411157992,7769062.576078471,1.5876843675047323,45.116950773790165,"(1.5876843675047323, 45.116950773790165)",F16,190630000,Cosnac
N470,1588693.7077281966,7769039.369360237,1.5884057905047302,45.11675187049015,"(1.5884057905047302, 45.11675187049015)",F16,190630000,Cosnac
N471,1588508.0515762675,7768649.909551191,1.586143806804736,45.11322458009016,"(1.586143806804736, 45.11322458009016)",F16,190630000,Cosnac
N472,1585726.6989908246,7767458.73827623,1.5511695184048522,45.10206045919009,"(1.5511695184048522, 45.10206045919009)",F16,190930000,Jugeals-Nazareth
N473,1588499.5149228473,7768623.878654801,1.586041724104735,45.11298946769014,"(1.586041724104735, 45.11298946769014)",F16,190630000,Cosnac
N474,1588484.3811491153,7768588.492797262,1.5858582123047358,45.112669270490144,"(1.5858582123047358, 45.112669270490144)",F16,190630000,Cosnac
N475,1586240.040497809,7767432.999669317,1.5576826221048303,45.10191716369011,"(1.5576826221048303, 45.10191716369011)",F16,190930000,Jugeals-Nazareth
N476,1588466.8160072789,7768529.038481108,1.5856495632047367,45.11213259889015,"(1.5856495632047367, 45.11213259889015)",F16,190630000,Cosnac
N477,1586239.3707715753,7767411.759473075,1.5576792487048312,45.10172637509011,"(1.5576792487048312, 45.10172637509011)",F16,190930000,Jugeals-Nazareth
N478,1586238.1962083124,7767393.731955533,1.5576687025048293,45.10156434079012,"(1.5576687025048293, 45.10156434079012)",F16,190930000,Jugeals-Nazareth
N479,1586815.9112857482,7767445.855251498,1.5649790351048083,45.10213055009011,"(1.5649790351048083, 45.10213055009011)",F16,190930000,Jugeals-Nazareth
N480,1585671.621227619,7767249.305499974,1.550522069504853,45.10017093519011,"(1.550522069504853, 45.10017093519011)",F16,190930000,Jugeals-Nazareth
N481,1587323.905686449,7767284.815779309,1.571456608804784,45.1007709054901,"(1.571456608804784, 45.1007709054901)",F16,190930000,Jugeals-Nazareth
N482,1588388.8229508498,7767788.066312352,1.5848359019047398,45.1054677127901,"(1.5848359019047398, 45.1054677127901)",F16,190630000,Cosnac
N483,1588381.9762179398,7767717.58283651,1.5847657679047435,45.10483382669013,"(1.5847657679047435, 45.10483382669013)",F16,190630000,Cosnac
N484,1587075.186977463,7766989.896955118,1.5683745243047924,45.09808133629009,"(1.5683745243047924, 45.09808133629009)",F16,190930000,Jugeals-Nazareth
N485,1587048.6651745532,7766941.042457458,1.5680500502047958,45.097638276490095,"(1.5680500502047958, 45.097638276490095)",F16,190930000,Jugeals-Nazareth
N486,1588995.2474335178,7768222.745328205,1.5924210622047152,45.10947112299013,"(1.5924210622047152, 45.10947112299013)",F16,190630000,Cosnac
N487,1587135.399922298,7766893.113899899,1.5691608276047906,45.097222702690104,"(1.5691608276047906, 45.097222702690104)",F16,190930000,Jugeals-Nazareth
N488,1588411.3930156368,7767473.673646565,1.5851962934047363,45.1026491449901,"(1.5851962934047363, 45.1026491449901)",F16,190630000,Cosnac
N489,1588407.4231693868,7767470.54365138,1.5851467119047362,45.1026203823901,"(1.5851467119047362, 45.1026203823901)",F16,190630000,Cosnac
N490,1588540.4168001385,7767205.1009717975,1.5868951523047348,45.10025971339012,"(1.5868951523047348, 45.10025971339012)",F16,190630000,Cosnac
N491,1588548.907491681,7767205.938734427,1.587002576304733,45.1002686529901,"(1.587002576304733, 45.1002686529901)",F16,190630000,Cosnac
N492,1584588.1511067706,7766108.3572602365,1.5370677221048987,45.08974209499008,"(1.5370677221048987, 45.08974209499008)",F16,190930000,Jugeals-Nazareth
N493,1586602.8462618534,7765897.815822115,1.5626498697048126,45.08819759789007,"(1.5626498697048126, 45.08819759789007)",F16,190930000,Jugeals-Nazareth
N494,1585845.0138735378,7765803.128055541,1.5530692601048448,45.08721834239008,"(1.5530692601048448, 45.08721834239008)",F16,190930000,Jugeals-Nazareth
N495,1585033.122192299,7765853.545147999,1.5427686707048782,45.087531507590036,"(1.5427686707048782, 45.087531507590036)",F16,190930000,Jugeals-Nazareth
N496,1586580.4659397353,7765870.142897247,1.5623729005048128,45.08794537489005,"(1.5623729005048128, 45.08794537489005)",F16,190930000,Jugeals-Nazareth
N497,1585796.4972867838,7765787.559168777,1.5524582168048482,45.08707027799004,"(1.5524582168048482, 45.08707027799004)",F16,190930000,Jugeals-Nazareth
N498,1585000.5476485372,7765718.839941965,1.5423886616048783,45.08631665939006,"(1.5423886616048783, 45.08631665939006)",F16,190930000,Jugeals-Nazareth
N499,1586520.9593250141,7765725.289147338,1.5616535997048195,45.086634912290066,"(1.5616535997048195, 45.086634912290066)",F16,190930000,Jugeals-Nazareth
N500,1586458.3156608788,7765555.381964961,1.5609006012048214,45.08509901009005,"(1.5609006012048214, 45.08509901009005)",F16,190930000,Jugeals-Nazareth
N501,1586462.4661306785,7765548.598424112,1.5609548239048172,45.08503882119004,"(1.5609548239048172, 45.08503882119004)",F16,190930000,Jugeals-Nazareth
N502,1585909.5936252966,7765331.133035473,1.5540015594048395,45.082992338490044,"(1.5540015594048395, 45.082992338490044)",F16,190930000,Jugeals-Nazareth
N503,1586835.0795318391,7765446.0872766385,1.5657009768048058,45.084181896190046,"(1.5657009768048058, 45.084181896190046)",F16,190930000,Jugeals-Nazareth
N504,1585704.4988418082,7765307.274571918,1.5514085579048482,45.08274305979005,"(1.5514085579048482, 45.08274305979005)",F16,190930000,Jugeals-Nazareth
N505,1585421.2593475932,7765295.724319353,1.5478224296048648,45.082590791690045,"(1.5478224296048648, 45.082590791690045)",F16,190930000,Jugeals-Nazareth
N506,1586330.2537518162,7765308.180990029,1.5593373046048238,45.08285810399001,"(1.5593373046048238, 45.08285810399001)",F16,190930000,Jugeals-Nazareth
N507,1585310.391701756,7765283.926031003,1.5464204927048657,45.08246583069004,"(1.5464204927048657, 45.08246583069004)",F16,190930000,Jugeals-Nazareth
N508,1584953.4525871284,7765228.505074442,1.5419112358048808,45.08190687059002,"(1.5419112358048808, 45.08190687059002)",F16,190930000,Jugeals-Nazareth
N509,1585869.7381144196,7765114.69931047,1.5535488065048408,45.081042624090045,"(1.5535488065048408, 45.081042624090045)",F16,190930000,Jugeals-Nazareth
N510,1585711.521201475,7765097.745088939,1.5515482004048506,45.080863344990064,"(1.5515482004048506, 45.080863344990064)",F16,190930000,Jugeals-Nazareth
N511,1586274.076840187,7765088.685213277,1.5586782941048285,45.08087814289004,"(1.5586782941048285, 45.08087814289004)",F16,190930000,Jugeals-Nazareth
N512,1585278.9244533111,7764958.511206096,1.5461007508048668,45.079539222090034,"(1.5461007508048668, 45.079539222090034)",F16,190930000,Jugeals-Nazareth
N513,1585158.1620394313,7764867.452319212,1.544592783904872,45.078701027390025,"(1.544592783904872, 45.078701027390025)",F16,190930000,Jugeals-Nazareth
N514,1585725.590772594,7764757.105007042,1.5518088155048522,45.07780788219003,"(1.5518088155048522, 45.07780788219003)",F16,190930000,Jugeals-Nazareth
N515,1586000.58542471,7764760.71837132,1.5552920888048352,45.07788735939002,"(1.5552920888048352, 45.07788735939002)",F16,190930000,Jugeals-Nazareth
N516,1586013.1230020702,7764756.5918653365,1.555451933404831,45.07785245839003,"(1.555451933404831, 45.07785245839003)",F16,190930000,Jugeals-Nazareth
N517,1586147.5323747497,7764703.762808934,1.5571676068048301,45.07740116869003,"(1.5571676068048301, 45.07740116869003)",F16,190930000,Jugeals-Nazareth
N518,1586340.65648165,7764703.512288484,1.5596145072048226,45.07743184509004,"(1.5596145072048226, 45.07743184509004)",F16,190930000,Jugeals-Nazareth
N519,1585461.24697486,7764019.930252862,1.5486382043048574,45.07114509109,"(1.5486382043048574, 45.07114509109)",F16,190930000,Jugeals-Nazareth
N520,1588903.819230577,7774423.738505037,1.5898015173047275,45.165124888890325,"(1.5898015173047275, 45.165124888890325)",F17,191230103,Sud
N521,1588970.5059365246,7774396.10386361,1.5906543213047233,45.164887913390295,"(1.5906543213047233, 45.164887913390295)",F17,191230103,Sud
N522,1589031.2942736389,7774422.357473058,1.5914195744047233,45.16513373949029,"(1.5914195744047233, 45.16513373949029)",F17,191230103,Sud
N523,1589154.2323016832,7774434.064838682,1.5929769758047183,45.16525931409028,"(1.5929769758047183, 45.16525931409028)",F17,191230103,Sud
N524,1589789.1894862226,7774115.592869393,1.6011094712046927,45.162505535690286,"(1.6011094712046927, 45.162505535690286)",F17,190680000,Dampniat
N525,1589811.2863260782,7773977.8906184975,1.6014220763046896,45.161272946390284,"(1.6014220763046896, 45.161272946390284)",F17,190680000,Dampniat
N526,1589800.9744200243,7773609.115313399,1.6013774462046868,45.15796050619028,"(1.6013774462046868, 45.15796050619028)",F17,190630000,Cosnac
N527,1589963.8338130126,7773896.275661432,1.6033769142046856,45.16056545069026,"(1.6033769142046856, 45.16056545069026)",F17,190680000,Dampniat
N528,1590442.1519202918,7773357.711896425,1.6095717430046612,45.15580924989029,"(1.6095717430046612, 45.15580924989029)",F17,190630000,Cosnac
N529,1590572.0376481134,7773571.845916611,1.6111700779046556,45.1577530156903,"(1.6111700779046556, 45.1577530156903)",F17,190680000,Dampniat
N530,1590947.8103712043,7773139.2565587135,1.616038303404637,45.153930999590294,"(1.616038303404637, 45.153930999590294)",F17,190430000,La Chapelle-aux-Brocs
N531,1591092.8208489772,7773047.604038419,1.6178993720046315,45.15313189709029,"(1.6178993720046315, 45.15313189709029)",F17,190430000,La Chapelle-aux-Brocs
N532,1591103.586604544,7772702.3682891475,1.6181157090046292,45.150034263390246,"(1.6181157090046292, 45.150034263390246)",F17,190430000,La Chapelle-aux-Brocs
N533,1591186.5614791403,7773104.861718398,1.6190755208046281,45.15366125199027,"(1.6190755208046281, 45.15366125199027)",F17,190430000,La Chapelle-aux-Brocs
N534,1591159.2478714637,7772784.2348954575,1.6188029897046292,45.15077832429026,"(1.6188029897046292, 45.15077832429026)",F17,190430000,La Chapelle-aux-Brocs
N535,1591224.475328289,7773228.759595295,1.6195279809046264,45.15477975369027,"(1.6195279809046264, 45.15477975369027)",F17,190680000,Dampniat
N536,1591253.0728691143,7772715.318056991,1.6200092693046262,45.15017493609026,"(1.6200092693046262, 45.15017493609026)",F17,190430000,La Chapelle-aux-Brocs
N537,1591262.9170234362,7772732.234633296,1.6201302619046238,45.15032841309025,"(1.6201302619046238, 45.15032841309025)",F17,190430000,La Chapelle-aux-Brocs
N538,1591423.9738720446,7772421.834777673,1.6222450971046158,45.14756803189024,"(1.6222450971046158, 45.14756803189024)",F17,190430000,La Chapelle-aux-Brocs
N539,1591219.1806742211,7771229.646752045,1.6199219693046252,45.1368317170902,"(1.6199219693046252, 45.1368317170902)",F17,190430000,La Chapelle-aux-Brocs
N540,1591837.6443300163,7772511.278749403,1.6274726261046004,45.14843830289029,"(1.6274726261046004, 45.14843830289029)",F17,190430000,La Chapelle-aux-Brocs
N541,1591793.541939914,7772197.891901112,1.6269850260046017,45.145617682290236,"(1.6269850260046017, 45.145617682290236)",F17,190430000,La Chapelle-aux-Brocs
N542,1591860.0257655324,7772185.919280278,1.6278311908045997,45.14552098989022,"(1.6278311908045997, 45.14552098989022)",F17,190430000,La Chapelle-aux-Brocs
N543,1591949.7381186185,7772140.969457065,1.6289795867046002,45.14513200219026,"(1.6289795867046002, 45.14513200219026)",F17,190430000,La Chapelle-aux-Brocs
N544,1592103.6670218413,7772644.646300485,1.6308170714045909,45.14967875649026,"(1.6308170714045909, 45.14967875649026)",F17,190430000,La Chapelle-aux-Brocs
N545,1592064.5515741145,7771718.0647250675,1.6305328982045908,45.14135395279024,"(1.6305328982045908, 45.14135395279024)",F17,190430000,La Chapelle-aux-Brocs
N546,1592081.9347478098,7771741.7339903675,1.6307479892045915,45.14156926019022,"(1.6307479892045915, 45.14156926019022)",F17,190430000,La Chapelle-aux-Brocs
N547,1592408.6841858632,7772838.861379633,1.6346425218045797,45.151471672890274,"(1.6346425218045797, 45.151471672890274)",F17,190430000,La Chapelle-aux-Brocs
N548,1592440.5094413816,7772833.881850936,1.6350474403045756,45.15143210689026,"(1.6350474403045756, 45.15143210689026)",F17,190430000,La Chapelle-aux-Brocs
N549,1592415.686605335,7771910.860977203,1.6349430991045757,45.14314157459025,"(1.6349430991045757, 45.14314157459025)",F17,190430000,La Chapelle-aux-Brocs
N550,1592504.2089643562,7771888.061460678,1.6360712482045696,45.142951175790216,"(1.6360712482045696, 45.142951175790216)",F17,190430000,La Chapelle-aux-Brocs
N551,1593088.5470676043,7771916.626867888,1.6434773923045425,45.143301629290235,"(1.6434773923045425, 45.143301629290235)",F17,190430000,La Chapelle-aux-Brocs
N552,1592964.3532116078,7770590.520182665,1.6422028337045491,45.13137651229018,"(1.6422028337045491, 45.13137651229018)",F17,191050000,Lanteuil
N553,1593460.2481965516,7770962.972068055,1.6484080512045305,45.13479965589025,"(1.6484080512045305, 45.13479965589025)",F17,191050000,Lanteuil
N554,1593473.4716713568,7770956.735125693,1.6485771807045289,45.13474577719022,"(1.6485771807045289, 45.13474577719022)",F17,191050000,Lanteuil
N555,1593592.4760391316,7771174.645384608,1.6500374284045218,45.13672108679022,"(1.6500374284045218, 45.13672108679022)",F17,190680000,Dampniat
N556,1593768.6462520158,7771282.387026807,1.6522477165045173,45.13771644829018,"(1.6522477165045173, 45.13771644829018)",F17,190680000,Dampniat
N557,1593737.8843667773,7771115.157785627,1.6518951958045174,45.13621023349021,"(1.6518951958045174, 45.13621023349021)",F17,190680000,Dampniat
N558,1593539.197072235,7769621.304483315,1.6497121182045251,45.122767469790155,"(1.6497121182045251, 45.122767469790155)",F17,191050000,Lanteuil
N559,1594063.333975308,7770427.631217869,1.6561775640045058,45.130089748390176,"(1.6561775640045058, 45.130089748390176)",F17,191050000,Lanteuil
N560,1594065.1505906389,7770426.213183719,1.656200921604507,45.130077306690204,"(1.656200921604507, 45.130077306690204)",F17,191050000,Lanteuil
N561,1594068.5267259185,7770337.035617714,1.6562637606045063,45.12927725099018,"(1.6562637606045063, 45.12927725099018)",F17,191050000,Lanteuil
N562,1594079.9973747418,7770338.049101718,1.6564090074045037,45.12928817239018,"(1.6564090074045037, 45.12928817239018)",F17,191050000,Lanteuil
N563,1594058.9739594932,7770237.913936553,1.6561648645045035,45.12838586789019,"(1.6561648645045035, 45.12838586789019)",F17,191050000,Lanteuil
N564,1594206.8380927828,7770827.781793045,1.657907828104498,45.13370490429021,"(1.657907828104498, 45.13370490429021)",F17,191050000,Lanteuil
N565,1594039.1986967453,7770053.705752605,1.6559554373045036,45.12672899779018,"(1.6559554373045036, 45.12672899779018)",F17,191050000,Lanteuil
N566,1594079.932641177,7770063.9657491315,1.6564697103045007,45.12682758049017,"(1.6564697103045007, 45.12682758049017)",F17,191050000,Lanteuil
N567,1594248.6983316264,7770739.600363838,1.6584585231044942,45.13291989479024,"(1.6584585231044942, 45.13291989479024)",F17,191050000,Lanteuil
N568,1593701.6764676287,7768686.3677066425,1.6519830221045169,45.11440009339013,"(1.6519830221045169, 45.11440009339013)",F17,191050000,Lanteuil
N569,1594024.7665830324,7769585.839303066,1.6558774774045029,45.12252644979014,"(1.6558774774045029, 45.12252644979014)",F17,191050000,Lanteuil
N570,1594083.7827223653,7769786.715723238,1.6565807627045008,45.12433918769018,"(1.6565807627045008, 45.12433918769018)",F17,191050000,Lanteuil
N571,1593923.9399841637,7769201.962638862,1.6546851974045065,45.11906418919016,"(1.6546851974045065, 45.11906418919016)",F17,191050000,Lanteuil
N572,1594085.7692818968,7769678.464542317,1.6566302487045017,45.123367682890155,"(1.6566302487045017, 45.123367682890155)",F17,191050000,Lanteuil
N573,1594094.5586435404,7769571.523152179,1.6567657032045011,45.12240901829018,"(1.6567657032045011, 45.12240901829018)",F17,191050000,Lanteuil
N574,1594345.6535602275,7770244.239362525,1.6597991499044913,45.12848815589021,"(1.6597991499044913, 45.12848815589021)",F17,191050000,Lanteuil
N575,1594356.7111299331,7770255.091032168,1.6599369539044884,45.128587329390186,"(1.6599369539044884, 45.128587329390186)",F17,191050000,Lanteuil
N576,1594096.824387829,7769203.313497534,1.6568770513044997,45.11910380119018,"(1.6568770513044997, 45.11910380119018)",F17,191050000,Lanteuil
N577,1594655.6368381137,7771064.588320445,1.66354723010448,45.135901936890214,"(1.66354723010448, 45.135901936890214)",F17,191050000,Lanteuil
N578,1594657.40490722,7771062.565596069,1.6635701078044791,45.1358840571902,"(1.6635701078044791, 45.1358840571902)",F17,191050000,Lanteuil
N579,1594645.1562766263,7770230.386868563,1.6636005793044746,45.12841120009016,"(1.6636005793044746, 45.12841120009016)",F17,191050000,Lanteuil
N580,1594515.1545032803,7769627.729585443,1.6620865927044777,45.122980293290155,"(1.6620865927044777, 45.122980293290155)",F17,191050000,Lanteuil
N581,1593754.640460427,7767383.418873242,1.6529477015045142,45.10271154939008,"(1.6529477015045142, 45.10271154939008)",F17,191050000,Lanteuil
N582,1594726.7486897318,7770138.909008603,1.66465575350447,45.12760284769021,"(1.66465575350447, 45.12760284769021)",F17,191050000,Lanteuil
N583,1594737.7519574643,7770166.380366666,1.66478916810447,45.12785120969017,"(1.66478916810447, 45.12785120969017)",F17,191050000,Lanteuil
N584,1594981.5066646268,7771221.183356138,1.6676456691044643,45.13735921109024,"(1.6676456691044643, 45.13735921109024)",F17,190030000,Albignac
N585,1594099.099684571,7767705.721446571,1.6572418116045,45.105659739890115,"(1.6572418116045, 45.105659739890115)",F17,191050000,Lanteuil
N586,1594122.6676433696,7767702.550979016,1.657541287304496,45.10563501989011,"(1.657541287304496, 45.10563501989011)",F17,191050000,Lanteuil
N587,1594708.7210903154,7768841.300841942,1.6647166077044768,45.11595077929015,"(1.6647166077044768, 45.11595077929015)",F17,191050000,Lanteuil
N588,1595128.745001877,7770366.203715356,1.6697033346044592,45.12970675799017,"(1.6697033346044592, 45.12970675799017)",F17,190230000,Beynat
N589,1594742.4675748781,7768877.137305208,1.665136495404474,45.11627782629014,"(1.665136495404474, 45.11627782629014)",F17,191050000,Lanteuil
N590,1595163.3702495869,7770339.721125282,1.6701483517044526,45.12947445639018,"(1.6701483517044526, 45.12947445639018)",F17,190230000,Beynat
N591,1595246.1706618115,7769775.768470612,1.671323651804449,45.12442458059015,"(1.671323651804449, 45.12442458059015)",F17,190230000,Beynat
N592,1595703.0701995846,7770649.13393902,1.6769246534044335,45.132336894690205,"(1.6769246534044335, 45.132336894690205)",F17,190030000,Albignac
N593,1595528.2609254497,7769721.003567917,1.6749130232044398,45.12397719689017,"(1.6749130232044398, 45.12397719689017)",F17,190230000,Beynat
N594,1595233.5230877853,7768538.223489919,1.6714379393044498,45.11331260039014,"(1.6714379393044498, 45.11331260039014)",F17,191050000,Lanteuil
N595,1595250.0091066484,7768586.172464727,1.6716363202044495,45.11374564769013,"(1.6716363202044495, 45.11374564769013)",F17,191050000,Lanteuil
N596,1595074.974586033,7767877.281147834,1.6695746413044543,45.10735414699014,"(1.6695746413044543, 45.10735414699014)",F17,191050000,Lanteuil
N597,1595059.4812184602,7767828.32013964,1.6693891094044568,45.10691216939011,"(1.6693891094044568, 45.10691216939011)",F17,191050000,Lanteuil
N598,1595040.825474444,7767762.9996586675,1.6691671272044584,45.10632282949009,"(1.6691671272044584, 45.10632282949009)",F17,191050000,Lanteuil
N599,1595721.180961189,7769930.783667039,1.6773131106044308,45.12589070569018,"(1.6773131106044308, 45.12589070569018)",F17,190230000,Beynat
N600,1595488.5442526552,7768725.465552351,1.67462979940444,45.115033571090144,"(1.67462979940444, 45.115033571090144)",F17,191050000,Lanteuil
N601,1595440.1481483285,7766852.62272605,1.674430855204439,45.0982128260901,"(1.674430855204439, 45.0982128260901)",F17,190990000,Lagleygeolle
N602,1595484.7003880946,7766846.385606506,1.6749969364044357,45.0981638166901,"(1.6749969364044357, 45.0981638166901)",F17,190990000,Lagleygeolle
N603,1596415.775341007,7768987.254741793,1.6863287522044008,45.117528468990145,"(1.6863287522044008, 45.117528468990145)",F17,190230000,Beynat
N604,1596540.6626974787,7768998.95559604,1.6879097130043952,45.11765290449015,"(1.6879097130043952, 45.11765290449015)",F17,190230000,Beynat
N605,1596305.3403915204,7767775.863670077,1.6851945302044058,45.1066361415901,"(1.6851945302044058, 45.1066361415901)",F17,190990000,Lagleygeolle
N606,1596667.0590910981,7768905.569889908,1.68953281880439,45.116834139190146,"(1.68953281880439, 45.116834139190146)",F17,190230000,Beynat
N607,1596874.9451594837,7769000.551938578,1.6921479556043817,45.117719025190155,"(1.6921479556043817, 45.117719025190155)",F17,190230000,Beynat
N608,1596495.7144809612,7766531.358467367,1.687880624204393,45.09549338909009,"(1.687880624204393, 45.09549338909009)",F17,190990000,Lagleygeolle
N609,1597279.907384254,7768424.22998763,1.6974081547043631,45.11260762919015,"(1.6974081547043631, 45.11260762919015)",F17,190230000,Beynat
N610,1597489.1131515,7768979.010252087,1.6999401045043565,45.117620349690114,"(1.6999401045043565, 45.117620349690114)",F17,190230000,Beynat
N611,1597397.140789359,7768533.213970309,1.698870813904356,45.113604077690155,"(1.698870813904356, 45.113604077690155)",F17,190230000,Beynat
N612,1597500.8803457222,7768588.361774213,1.7001741276043556,45.11411512049013,"(1.7001741276043556, 45.11411512049013)",F17,190230000,Beynat
N613,1596475.4415779398,7765312.963385335,1.6878906081043958,45.084552430990065,"(1.6878906081043958, 45.084552430990065)",F17,190990000,Lagleygeolle
N614,1596721.5075707957,7765899.410231159,1.6908805600043872,45.08985522629006,"(1.6908805600043872, 45.08985522629006)",F17,190990000,Lagleygeolle
N615,1596728.6132309919,7765844.533887322,1.6909826038043836,45.08936368869004,"(1.6909826038043836, 45.08936368869004)",F17,190990000,Lagleygeolle
N616,1596815.144455184,7765891.626739318,1.6920689307043753,45.089799842590075,"(1.6920689307043753, 45.089799842590075)",F17,190990000,Lagleygeolle
N617,1597589.3704542713,7767530.871360911,1.7015254334043493,45.10463517699011,"(1.7015254334043493, 45.10463517699011)",F17,190990000,Lagleygeolle
N618,1597265.0292567422,7766464.312088982,1.6976458536043608,45.095010431390065,"(1.6976458536043608, 45.095010431390065)",F17,190990000,Lagleygeolle
N619,1597268.0077719076,7766468.187660999,1.697682761604363,45.095045682290056,"(1.697682761604363, 45.095045682290056)",F17,190990000,Lagleygeolle
N620,1597731.7012939185,7767564.098046248,1.703322514004343,45.10495530789013,"(1.703322514004343, 45.10495530789013)",F17,190990000,Lagleygeolle
N621,1596484.1376352122,7764268.744105644,1.6882294699043918,45.075179676290034,"(1.6882294699043918, 45.075179676290034)",F17,190990000,Lagleygeolle
N622,1597944.0289439396,7768073.817496632,1.705903973004333,45.109563798890115,"(1.705903973004333, 45.109563798890115)",F17,190230000,Beynat
N623,1597924.6101800425,7767926.680012891,1.7056895924043338,45.108239910190115,"(1.7056895924043338, 45.108239910190115)",F17,190230000,Beynat
N624,1596477.60986495,7764055.054252506,1.688193553004391,45.073260350090024,"(1.688193553004391, 45.073260350090024)",F17,190990000,Lagleygeolle
N625,1596511.6951813789,7764100.517415502,1.6886154359043888,45.07367376388999,"(1.6886154359043888, 45.07367376388999)",F17,190990000,Lagleygeolle
N626,1597941.8924330713,7767847.351615203,1.7059258328043354,45.10753039099011,"(1.7059258328043354, 45.10753039099011)",F17,190230000,Beynat
N627,1598007.4101960866,7767993.049907329,1.7067249536043332,45.108848410590106,"(1.7067249536043332, 45.108848410590106)",F17,190230000,Beynat
N628,1598092.950113511,7768261.921728786,1.707751369204329,45.111275270290115,"(1.707751369204329, 45.111275270290115)",F17,190230000,Beynat
N629,1596512.8845599513,7763958.4218818,1.6886616045043887,45.072398344990006,"(1.6886616045043887, 45.072398344990006)",F17,190990000,Lagleygeolle
N630,1596791.8665737486,7764379.011291428,1.6921042192043767,45.07621722559002,"(1.6921042192043767, 45.07621722559002)",F17,190990000,Lagleygeolle
N631,1597419.855512589,7765676.29107499,1.6997792537043497,45.087959985790064,"(1.6997792537043497, 45.087959985790064)",F17,190990000,Lagleygeolle
N632,1598246.4175930219,7768259.39209198,1.7096976082043192,45.11127599749013,"(1.7096976082043192, 45.11127599749013)",F17,190230000,Beynat
N633,1597024.1965384134,7764645.583852079,1.69498975400437,45.07864617869004,"(1.69498975400437, 45.07864617869004)",F17,190990000,Lagleygeolle
N634,1598413.1347270957,7768782.651678521,1.7116986938043153,45.11599897179015,"(1.7116986938043153, 45.11599897179015)",F17,190230000,Beynat
N635,1597764.0641231628,7766408.876854893,1.703982799504339,45.094589448890105,"(1.703982799504339, 45.094589448890105)",F17,190990000,Lagleygeolle
N636,1597194.119453646,7764760.163716435,1.6971178421043662,45.07970098319002,"(1.6971178421043662, 45.07970098319002)",F17,190990000,Lagleygeolle
N637,1598471.9384689522,7768583.985343662,1.7124870115043134,45.114224402390136,"(1.7124870115043134, 45.114224402390136)",F17,190230000,Beynat
