,x,y,xGPS,yGPS,xyGPS,Feeder,Geo,Geo_Name
N47,1584050.153828975,7773902.829584729,1.5283348313049347,45.15962121949031,"(1.5283348313049347, 45.15962121949031)",F03,190310104,Arsonval
N48,1584013.4849243853,7773805.250153397,1.5278935501049358,45.15873881879028,"(1.5278935501049358, 45.15873881879028)",F03,190310104,Arsonval
N49,1583900.3604983906,7773877.29481768,1.52644038320494,45.15936589249025,"(1.52644038320494, 45.15936589249025)",F03,190310104,Arsonval
N50,1583815.780944407,7773783.302972451,1.5253903223049468,45.15850733759029,"(1.5253903223049468, 45.15850733759029)",F03,190310104,Arsonval
N51,1583684.554787511,7773724.700370592,1.5237396819049485,45.15795833579027,"(1.5237396819049485, 45.15795833579027)",F03,190310104,Arsonval
N52,1583564.239780206,7773650.340476262,1.5222314142049531,45.15726975569026,"(1.5222314142049531, 45.15726975569026)",F03,190310405,Danton
N53,1585142.2249992588,7774474.761965451,1.5420528615048883,45.16494495069032,"(1.5420528615048883, 45.16494495069032)",F04,190310701,Hopital
N54,1585027.726437489,7774643.202718767,1.5405587329048909,45.166437384890315,"(1.5405587329048909, 45.166437384890315)",F04,190310701,Hopital
N55,1585064.999284365,7774843.591786005,1.5409828710048927,45.16824282609034,"(1.5409828710048927, 45.16824282609034)",F04,190310702,Migoule
N56,1584906.1810150137,7775028.685130541,1.5389220692049004,45.16987709309033,"(1.5389220692049004, 45.16987709309033)",F04,190310702,Migoule
N57,1584460.7324210017,7774733.096450398,1.5333411371049186,45.167146300190325,"(1.5333411371049186, 45.167146300190325)",F04,190310701,Hopital
N58,1584391.5134843646,7774750.884533238,1.5324583242049192,45.167293983090325,"(1.5324583242049192, 45.167293983090325)",F04,190310701,Hopital
N59,1584323.0101638604,7774804.29513433,1.5315758426049229,45.16776158629034,"(1.5315758426049229, 45.16776158629034)",F04,190310702,Migoule
N60,1584315.5159220838,7774877.42256363,1.5314627781049277,45.1684167907903,"(1.5314627781049277, 45.1684167907903)",F04,190310702,Migoule
N61,1584056.8333203106,7774727.250216591,1.5282167510049358,45.167023630690295,"(1.5282167510049358, 45.167023630690295)",F04,190310701,Hopital
N62,1583796.2880895415,7774626.45852786,1.5249350768049434,45.166073365590286,"(1.5249350768049434, 45.166073365590286)",F04,190310701,Hopital
N63,1583537.7022602737,7774608.166298322,1.5216579939049564,45.16586398399031,"(1.5216579939049564, 45.16586398399031)",F04,190310701,Hopital
N64,1583238.189496505,7774726.861968805,1.5178276090049698,45.1668771403903,"(1.5178276090049698, 45.1668771403903)",F04,190310602,Sauvajoux
N65,1583143.0138226554,7774841.6850294275,1.5165912805049764,45.16789127599034,"(1.5165912805049764, 45.16789127599034)",F04,190310603,Vialmur
N66,1586840.161985319,7774894.8381896075,1.5634995551048163,45.169006857490324,"(1.5634995551048163, 45.169006857490324)",F05,191230101,Centre
N67,1587045.8912566488,7775043.308949856,1.566074954904808,45.17037469809033,"(1.566074954904808, 45.17037469809033)",F05,191230101,Centre
N68,1587330.9613871754,7775356.431477265,1.5696181062047956,45.17323409749032,"(1.5696181062047956, 45.17323409749032)",F05,191230101,Centre
N69,1587910.9294842212,7775508.185329145,1.5769432114047688,45.174694364490364,"(1.5769432114047688, 45.174694364490364)",F05,191230102,Nord
N70,1587911.7814479559,7775512.314239384,1.5769530427047709,45.174731576090316,"(1.5769530427047709, 45.174731576090316)",F05,191230102,Nord
N71,1588129.476250879,7776027.971797672,1.5795937253047634,45.17939762389035,"(1.5795937253047634, 45.17939762389035)",F05,191230102,Nord
N72,1588242.0306286141,7775846.094312653,1.5810656390047582,45.17778367009036,"(1.5810656390047582, 45.17778367009036)",F05,191230102,Nord
N73,1588307.2890192284,7775654.735369688,1.5819393771047563,45.17607664569036,"(1.5819393771047563, 45.17607664569036)",F05,191230102,Nord
N74,1588310.359184045,7775652.579603452,1.5819788583047567,45.17605780669034,"(1.5819788583047567, 45.17605780669034)",F05,191230102,Nord
N75,1588313.2454738566,7775714.330458996,1.5820008521047535,45.17661267429034,"(1.5820008521047535, 45.17661267429034)",F05,191230102,Nord
N76,1588373.0653341068,7775813.243476916,1.5827367193047506,45.17751072089034,"(1.5827367193047506, 45.17751072089034)",F05,191230102,Nord
N77,1588430.5409865503,7775990.1775741875,1.5834243720047496,45.17910882579035,"(1.5834243720047496, 45.17910882579035)",F05,191230102,Nord
N78,1588491.341935566,7775830.599860817,1.5842339521047484,45.17768635799033,"(1.5842339521047484, 45.17768635799033)",F05,191230102,Nord
N79,1588474.689055344,7776048.133818529,1.5839710572047525,45.17963653929035,"(1.5839710572047525, 45.17963653929035)",F05,191230102,Nord
N80,1588500.9191115457,7776149.18868573,1.5842800961047483,45.18054818049034,"(1.5842800961047483, 45.18054818049034)",F05,191230102,Nord
N81,1588563.919321999,7776063.662770914,1.5851000707047416,45.17979089309036,"(1.5851000707047416, 45.17979089309036)",F05,191230102,Nord
N82,1588541.909541863,7776261.2020864785,1.5847739262047458,45.18156067589034,"(1.5847739262047458, 45.18156067589034)",F05,191230102,Nord
N83,1588732.4199013112,7775792.324227174,1.5873031255047372,45.17738305259034,"(1.5873031255047372, 45.17738305259034)",F05,191230102,Nord
N84,1588766.229394771,7775754.423309465,1.5877412359047407,45.17704843519035,"(1.5877412359047407, 45.17704843519035)",F05,191230102,Nord
N85,1588779.8563835442,7775768.878662644,1.5879107951047375,45.17718048799035,"(1.5879107951047375, 45.17718048799035)",F05,191230102,Nord
N86,1588691.5802476888,7776236.5169124575,1.5866797477047423,45.181364093090366,"(1.5866797477047423, 45.181364093090366)",F05,191230102,Nord
N87,1585530.937325349,7774226.520286183,1.5470460754048674,45.16278325939029,"(1.5470460754048674, 45.16278325939029)",F06,190310201,Sports
N88,1585233.8693374856,7773828.137887556,1.5433733333048825,45.159155654490306,"(1.5433733333048825, 45.159155654490306)",F06,190310201,Sports
N89,1585237.8243006663,7773816.737844864,1.543426293704882,45.15905399179026,"(1.543426293704882, 45.15905399179026)",F06,190310201,Sports
N90,1585108.4346512603,7773580.584602191,1.5418420339048868,45.15691162339029,"(1.5418420339048868, 45.15691162339029)",F06,190310203,Caserne
N91,1584938.8936404346,7773899.77653705,1.5396128967048954,45.1597479081903,"(1.5396128967048954, 45.1597479081903)",F06,190310102,Guierle
N92,1584938.084956161,7773896.008875268,1.5396035550048963,45.159713944290296,"(1.5396035550048963, 45.159713944290296)",F06,190310102,Guierle
N93,1584847.734299161,7773510.022254397,1.5385513835048996,45.15623314049029,"(1.5385513835048996, 45.15623314049029)",F06,190310103,Poste
N94,1584730.5424645985,7773658.417297535,1.537028128204906,45.15754508749029,"(1.537028128204906, 45.15754508749029)",F06,190310102,Guierle
N95,1584745.210546056,7773376.00412359,1.537283298904904,45.155012267990294,"(1.537283298904904, 45.155012267990294)",F06,190310103,Poste
N96,1584573.698849078,7773257.608953537,1.535136146804911,45.153919687690255,"(1.535136146804911, 45.153919687690255)",F06,190310103,Poste
N97,1584443.9561970332,7773498.627541834,1.5334309221049176,45.15606093079028,"(1.5334309221049176, 45.15606093079028)",F06,190310103,Poste
N98,1584478.4593107984,7773333.9701976925,1.533909058604914,45.15458870989028,"(1.533909058604914, 45.15458870989028)",F06,190310103,Poste
N99,1584472.9191288303,7773257.614393243,1.5338574778049143,45.15390226879028,"(1.5338574778049143, 45.15390226879028)",F06,190310103,Poste
N100,1584347.9613962113,7773267.431560827,1.5322696383049192,45.15396872229029,"(1.5322696383049192, 45.15396872229029)",F06,190310103,Poste
N101,1584262.2742122891,7773376.679425438,1.5311556383049256,45.15493460919027,"(1.5311556383049256, 45.15493460919027)",F06,190310103,Poste
N102,1584220.906328268,7773468.150985955,1.5306082968049266,45.15574860299029,"(1.5306082968049266, 45.15574860299029)",F06,190310103,Poste
N103,1584171.6610545488,7773093.57889459,1.5300754996049282,45.15237734459029,"(1.5300754996049282, 45.15237734459029)",F06,190310401,Zola
N104,1584055.6366851912,7773326.3682046225,1.528546202004929,45.154447013790254,"(1.528546202004929, 45.154447013790254)",F06,190310401,Zola
N105,1583526.6101846946,7773334.19014378,1.5218320693049547,45.15442495839026,"(1.5218320693049547, 45.15442495839026)",F06,190310401,Zola
N106,1585304.7335283773,7774443.661367867,1.544122727304883,45.164693745290315,"(1.544122727304883, 45.164693745290315)",F07,190310701,Hopital
N107,1584711.2758894104,7774541.631336009,1.5365676011049108,45.165470824090306,"(1.5365676011049108, 45.165470824090306)",F07,190310701,Hopital
N108,1584539.055897707,7774541.584863667,1.534382058404916,45.165440576290294,"(1.534382058404916, 45.165440576290294)",F07,190310701,Hopital
N109,1584461.1270074863,7774395.648440061,1.5334288866049184,45.1641169134903,"(1.5334288866049184, 45.1641169134903)",F07,190310102,Guierle
N110,1584430.0719435525,7774350.200959844,1.5330459390049185,45.16370351999029,"(1.5330459390049185, 45.16370351999029)",F07,190310102,Guierle
N111,1584356.502429194,7774547.455309577,1.5320639295049208,45.16546160939031,"(1.5320639295049208, 45.16546160939031)",F07,190310701,Hopital
N112,1584265.7820573782,7774269.892910567,1.5309808152049276,45.16295402839031,"(1.5309808152049276, 45.16295402839031)",F07,190310104,Arsonval
N113,1584260.0289301882,7774399.97439524,1.530875859904925,45.1641208382903,"(1.530875859904925, 45.1641208382903)",F07,190310104,Arsonval
N114,1584113.1536182668,7774519.774539191,1.5289825291049328,45.16517081079031,"(1.5289825291049328, 45.16517081079031)",F07,190310701,Hopital
N115,1584107.180526358,7774129.203287307,1.5290027813049312,45.161663411390286,"(1.5290027813049312, 45.161663411390286)",F07,190310104,Arsonval
N116,1584032.9635191814,7774341.488792116,1.528008761104935,45.163556290090284,"(1.528008761104935, 45.163556290090284)",F07,190310104,Arsonval
N117,1583975.8949230285,7774014.997909373,1.5273649412049373,45.16061527969031,"(1.5273649412049373, 45.16061527969031)",F07,190310104,Arsonval
N118,1583930.8764833594,7773979.772138715,1.5268023637049402,45.16029119839029,"(1.5268023637049402, 45.16029119839029)",F07,190310104,Arsonval
N119,1583916.438013701,7774175.130845965,1.5265710311049403,45.162042513890285,"(1.5265710311049403, 45.162042513890285)",F07,190310104,Arsonval
N120,1583892.7272828592,7774014.992822148,1.5263096029049448,45.16060074349031,"(1.5263096029049448, 45.16060074349031)",F07,190310104,Arsonval
N121,1583702.2607708853,7774145.795695635,1.5238604394049473,45.16174179989029,"(1.5238604394049473, 45.16174179989029)",F07,190310104,Arsonval
N122,1583584.915330873,7774274.942711527,1.5223394747049537,45.16288071919031,"(1.5223394747049537, 45.16288071919031)",F07,190310405,Danton
N123,1583566.589805811,7774045.915023533,1.5221635111049552,45.1608214228903,"(1.5221635111049552, 45.1608214228903)",F07,190310405,Danton
N124,1583388.4534569078,7774042.584271803,1.5199039038049615,45.16076036169028,"(1.5199039038049615, 45.16076036169028)",F07,190310405,Danton
N125,1585607.567609425,7774795.242480024,1.5478804402048705,45.167902170690326,"(1.5478804402048705, 45.167902170690326)",F08,190310701,Hopital
N126,1585207.242604518,7774683.575195747,1.542827089104887,45.16683079419031,"(1.542827089104887, 45.16683079419031)",F08,190310701,Hopital
N127,1585336.395622602,7774997.214547083,1.5443898195048809,45.16966876699033,"(1.5443898195048809, 45.16966876699033)",F08,190310702,Migoule
N128,1585175.5948227763,7775131.40328767,1.5423163117048857,45.17084575799032,"(1.5423163117048857, 45.17084575799032)",F08,190310702,Migoule
N129,1585112.5944106888,7775258.104091091,1.5414858265048947,45.171972364390314,"(1.5414858265048947, 45.171972364390314)",F08,190310702,Migoule
N130,1585051.8305708037,7775507.209767043,1.5406538247048978,45.17419825739033,"(1.5406538247048978, 45.17419825739033)",F08,190310702,Migoule
N131,1584644.8191588125,7775363.76919534,1.5355229400049142,45.17284012779031,"(1.5355229400049142, 45.17284012779031)",F08,190310702,Migoule
N132,1584301.5492622268,7774981.685349792,1.5312599214049216,45.16935039119031,"(1.5312599214049216, 45.16935039119031)",F08,190310702,Migoule
N133,1584405.8624207138,7775425.864333873,1.5324748128049246,45.17335616159032,"(1.5324748128049246, 45.17335616159032)",F08,190310702,Migoule
N134,1584140.4530613152,7775329.324603664,1.5291298945049336,45.172443347190324,"(1.5291298945049336, 45.172443347190324)",F08,190310702,Migoule
N135,1584225.5717812425,7775757.8358924175,1.5301049119049284,45.17630515799035,"(1.5301049119049284, 45.17630515799035)",F08,190310702,Migoule
N136,1583966.006828369,7775079.3285547765,1.5269773795049402,45.17016861759034,"(1.5269773795049402, 45.17016861759034)",F08,190310702,Migoule
N137,1583891.2963579143,7775506.842394288,1.5259238188049415,45.173993638990325,"(1.5259238188049415, 45.173993638990325)",F08,190310702,Migoule
N138,1583669.872359259,7775111.1738364175,1.5232111101049517,45.17040285289032,"(1.5232111101049517, 45.17040285289032)",F08,190310702,Migoule
N139,1583437.8610731384,7774970.15740035,1.5203014047049612,45.16909630639032,"(1.5203014047049612, 45.16909630639032)",F08,190310603,Vialmur
N140,1583225.8761608056,7775201.713976367,1.517553650704971,45.17113798409032,"(1.517553650704971, 45.17113798409032)",F08,190310603,Vialmur
N141,1585976.421746554,7773543.04401892,1.5528645828048555,45.15672372809028,"(1.5528645828048555, 45.15672372809028)",F09,190310202,Chapelies
N142,1585853.1762371806,7773445.634237142,1.5513243751048558,45.15582812569029,"(1.5513243751048558, 45.15582812569029)",F09,190310202,Chapelies
N143,1585906.2591977147,7773401.195354125,1.5520086614048536,45.15543826839029,"(1.5520086614048536, 45.15543826839029)",F09,190310202,Chapelies
N144,1585929.0716305382,7773128.067405247,1.5523642010048568,45.15299017079026,"(1.5523642010048568, 45.15299017079026)",F09,190310301,Rollinat
N145,1585623.259104722,7773124.144739778,1.5484851333048666,45.152902525990285,"(1.5484851333048666, 45.152902525990285)",F09,190310301,Rollinat
N146,1585782.648953811,7772853.890349773,1.5505728759048616,45.15050366989026,"(1.5505728759048616, 45.15050366989026)",F09,190310301,Rollinat
N147,1586028.0073431146,7772850.880410898,1.5536864665048449,45.150518663490246,"(1.5536864665048449, 45.150518663490246)",F09,190310301,Rollinat
N148,1585498.2029477772,7772365.973837112,1.5470826003048719,45.146074612390244,"(1.5470826003048719, 45.146074612390244)",F09,190310301,Rollinat
N149,1585259.281127833,7772438.47674631,1.5440340132048782,45.146684402190225,"(1.5440340132048782, 45.146684402190225)",F09,190310302,Breuil
N150,1585226.194829653,7772064.201267945,1.5437053723048777,45.14331868579027,"(1.5437053723048777, 45.14331868579027)",F09,190310302,Breuil
N151,1584879.2123951528,7772283.620123077,1.5392502454048962,45.14522863869024,"(1.5392502454048962, 45.14522863869024)",F09,190310302,Breuil
N152,1585690.762185489,7771874.229756562,1.5496445916048571,45.14169309119021,"(1.5496445916048571, 45.14169309119021)",F09,190310301,Rollinat
N153,1584858.7755362075,7772040.813183634,1.5390502729048947,45.14304533859025,"(1.5390502729048947, 45.14304533859025)",F09,190310302,Breuil
N154,1584587.2210325592,7772219.182834743,1.5355619009049122,45.14459965199024,"(1.5355619009049122, 45.14459965199024)",F09,190310302,Breuil
N155,1585136.918255909,7771667.880373421,1.54266939700488,45.139745387390214,"(1.54266939700488, 45.139745387390214)",F09,190310302,Breuil
N156,1584891.4430817878,7771756.011690781,1.5395341783048953,45.14049421779022,"(1.5395341783048953, 45.14049421779022)",F09,190310302,Breuil
N157,1584887.3111618718,7771748.38491595,1.5394836280048914,45.14042503589021,"(1.5394836280048914, 45.14042503589021)",F09,190310302,Breuil
N158,1584136.3846022403,7772264.504423395,1.5298316648049295,45.14492828359026,"(1.5298316648049295, 45.14492828359026)",F09,190310302,Breuil
N159,1583643.756394654,7772038.438811845,1.5236381627049476,45.142812977990246,"(1.5236381627049476, 45.142812977990246)",F09,190310303,Tilleul
N160,1585617.8998727018,7773931.8458522465,1.548221139704867,45.160152744790295,"(1.548221139704867, 45.160152744790295)",F10,190310201,Sports
N161,1585637.7033247615,7773736.599663626,1.548519806404866,45.158403316990274,"(1.548519806404866, 45.158403316990274)",F10,190310201,Sports
N162,1585644.034228135,7773549.788100186,1.5486454617048668,45.15672730069028,"(1.5486454617048668, 45.15672730069028)",F10,190310202,Chapelies
N163,1585328.518185701,7773697.566908077,1.5446061015048809,45.15799975109029,"(1.5446061015048809, 45.15799975109029)",F10,190310201,Sports
N164,1585656.572395875,7773329.083009573,1.5488580887048653,45.15474807349029,"(1.5488580887048653, 45.15474807349029)",F10,190310202,Chapelies
N165,1585491.2888782918,7773294.051576331,1.5467694835048675,45.15440519169028,"(1.5467694835048675, 45.15440519169028)",F10,190310202,Chapelies
N166,1585115.5989954718,7773417.527446395,1.5419726795048854,45.15544901569026,"(1.5419726795048854, 45.15544901569026)",F10,190310203,Caserne
N167,1585156.1576994038,7773322.950659866,1.5425103354048872,45.15460694759028,"(1.5425103354048872, 45.15460694759028)",F10,190310203,Caserne
N168,1585150.8071769576,7773220.023680405,1.5424675245048878,45.15368200149027,"(1.5424675245048878, 45.15368200149027)",F10,190310203,Caserne
N169,1585127.7145055078,7773085.778257707,1.542207242804888,45.15247283749025,"(1.542207242804888, 45.15247283749025)",F10,190310203,Caserne
N170,1584893.2206074926,7773280.916484914,1.5391844726048958,45.15418421079026,"(1.5391844726048958, 45.15418421079026)",F10,190310203,Caserne
N171,1585128.5602871985,7772847.107097679,1.5422761266048892,45.15033032609026,"(1.5422761266048892, 45.15033032609026)",F10,190310302,Breuil
N172,1585017.5958211175,7772931.943616626,1.5408476389048915,45.15107280039025,"(1.5408476389048915, 45.15107280039025)",F10,190310203,Caserne
N173,1584793.0788825827,7773234.824186402,1.5379251565049012,45.153753109990255,"(1.5379251565049012, 45.153753109990255)",F10,190310203,Caserne
N174,1584811.8091893625,7773087.714445119,1.5381987463049007,45.15243567819026,"(1.5381987463049007, 45.15243567819026)",F10,190310203,Caserne
N175,1584524.010391649,7772961.163906365,1.534578325204913,45.15124976039025,"(1.534578325204913, 45.15124976039025)",F10,190310401,Zola
N176,1584685.8465352952,7772694.578836712,1.5366967622049053,45.14888454309025,"(1.5366967622049053, 45.14888454309025)",F10,190310302,Breuil
N177,1584450.448166128,7772704.718545315,1.5337078822049148,45.148934790590246,"(1.5337078822049148, 45.148934790590246)",F10,190310302,Breuil
N178,1584327.670693165,7772929.810094664,1.5320950342049209,45.150934226390284,"(1.5320950342049209, 45.150934226390284)",F10,190310401,Zola
N179,1584147.0904477746,7772506.115094198,1.5299081147049265,45.14709917359024,"(1.5299081147049265, 45.14709917359024)",F10,190310303,Tilleul
N180,1583742.5386302157,7773146.183886869,1.524618099104949,45.152774860990284,"(1.524618099104949, 45.152774860990284)",F10,190310303,Tilleul
N181,1583898.7915717098,7772686.879808995,1.5267136573049405,45.148678749690255,"(1.5267136573049405, 45.148678749690255)",F10,190310303,Tilleul
N182,1583750.9445563343,7772872.9246367365,1.5247921282049437,45.15032316839026,"(1.5247921282049437, 45.15032316839026)",F10,190310303,Tilleul
N183,1583360.434665855,7773128.924915954,1.5197744513049631,45.152553135890294,"(1.5197744513049631, 45.152553135890294)",F10,190310303,Tilleul
N184,1583487.5065355494,7772448.847571509,1.521554719504956,45.14647005609026,"(1.521554719504956, 45.14647005609026)",F10,190310303,Tilleul
N185,1583227.4915678657,7772872.548559613,1.5181512532049697,45.15022825829029,"(1.5181512532049697, 45.15022825829029)",F10,190310303,Tilleul
N186,1585714.9695586043,7774942.680565816,1.5492077259048644,45.16924424909031,"(1.5492077259048644, 45.16924424909031)",F11,190310702,Migoule
N187,1585805.3938484744,7775325.375580353,1.5502625756048616,45.17269545309033,"(1.5502625756048616, 45.17269545309033)",F11,190310702,Migoule
N188,1585489.8973372378,7775330.603100178,1.5462569525048742,45.172688212690346,"(1.5462569525048742, 45.172688212690346)",F11,190310702,Migoule
N189,1585694.0433380082,7775453.702408433,1.5488181504048686,45.173828423990315,"(1.5488181504048686, 45.173828423990315)",F11,190310702,Migoule
N190,1585458.201174536,7775715.608899856,1.5457610389048764,45.17613920919036,"(1.5457610389048764, 45.17613920919036)",F11,190310702,Migoule
N191,1585492.951606916,7776109.298272262,1.546106413604877,45.17967960239033,"(1.546106413604877, 45.17967960239033)",F11,190310702,Migoule
N192,1585306.8033272743,7776132.715715306,1.5437377692048806,45.17985780139036,"(1.5437377692048806, 45.17985780139036)",F11,190310702,Migoule
N193,1585179.985915305,7776521.747027655,1.5420331083048893,45.183328553690366,"(1.5420331083048893, 45.183328553690366)",F11,192740000,Ussac
N194,1584812.2209881968,7776636.946501512,1.5373362595049076,45.184299262390354,"(1.5373362595049076, 45.184299262390354)",F11,190310702,Migoule
N195,1584538.9448121032,7776427.731726088,1.5339183367049198,45.182373663890374,"(1.5339183367049198, 45.182373663890374)",F11,192740000,Ussac
N196,1584314.781805086,7776249.501479518,1.5311164908049273,45.18073466309036,"(1.5311164908049273, 45.18073466309036)",F11,192740000,Ussac
N197,1584152.1660969253,7776135.185567227,1.5290803561049342,45.17968010259036,"(1.5290803561049342, 45.17968010259036)",F11,192740000,Ussac
N198,1584034.7498171518,7776287.159604432,1.5275524737049375,45.181024036190394,"(1.5275524737049375, 45.181024036190394)",F11,192740000,Ussac
N199,1583510.9021415415,7775612.074431793,1.5210696609049594,45.17487194169035,"(1.5210696609049594, 45.17487194169035)",F11,190310603,Vialmur
N200,1583496.7078721256,7775875.168237102,1.5208244239049604,45.17723141129033,"(1.5208244239049604, 45.17723141129033)",F11,190310702,Migoule
N201,1583328.3792060828,7776014.287560425,1.518653331304968,45.17845090139036,"(1.518653331304968, 45.17845090139036)",F11,192740000,Ussac
N202,1583267.904736035,7776136.97713349,1.5178552899049702,45.17954176419035,"(1.5178552899049702, 45.17954176419035)",F11,192740000,Ussac
N203,1583264.5786297556,7776142.817112885,1.5178116216049722,45.179593610290326,"(1.5178116216049722, 45.179593610290326)",F11,192740000,Ussac
N204,1582960.0962809394,7775748.5697954325,1.5140445679049848,45.176000767290354,"(1.5140445679049848, 45.176000767290354)",F11,192740000,Ussac
N205,1582886.9233954938,7776236.615239994,1.5129944366049866,45.180369383090365,"(1.5129944366049866, 45.180369383090365)",F11,192740000,Ussac
N206,1582879.9947257896,7776240.371111288,1.5129055505049864,45.18040188329036,"(1.5129055505049864, 45.18040188329036)",F11,192740000,Ussac
N207,1583398.539553614,7777400.440991919,1.5192006590049691,45.190907626390384,"(1.5192006590049691, 45.190907626390384)",F11,192740000,Ussac
N208,1583130.820900731,7776976.633100493,1.5159067925049787,45.18705586229039,"(1.5159067925049787, 45.18705586229039)",F11,192740000,Ussac
N209,1582970.797446143,7777258.922803529,1.5138050433049823,45.18956206469039,"(1.5138050433049823, 45.18956206469039)",F11,192740000,Ussac
N210,1585857.925507808,7774467.183682001,1.5511372286048613,45.1649999428903,"(1.5511372286048613, 45.1649999428903)",F12,190310201,Sports
N211,1586530.1250552791,7774604.028152612,1.5596347887048323,45.166343327690285,"(1.5596347887048323, 45.166343327690285)",F12,191230101,Centre
N212,1586557.9710947394,7774555.95773131,1.5599997494048294,45.16591651329031,"(1.5599997494048294, 45.16591651329031)",F12,191230101,Centre
N213,1586718.758423551,7774603.528825154,1.562028812004825,45.166370952890304,"(1.562028812004825, 45.166370952890304)",F12,191230101,Centre
N214,1586723.5587756708,7774606.557937375,1.562089004004818,45.16639896349032,"(1.562089004004818, 45.16639896349032)",F12,191230101,Centre
N215,1586792.439133266,7774816.763078304,1.5629126448048178,45.168297817590286,"(1.5629126448048178, 45.168297817590286)",F12,191230101,Centre
N216,1587122.6091687619,7774835.975241657,1.5670983128048008,45.168526334090345,"(1.5670983128048008, 45.168526334090345)",F12,191230101,Centre
N217,1587167.2987635457,7774889.0496318,1.567652771704804,45.16901038959034,"(1.567652771704804, 45.16901038959034)",F12,191230101,Centre
N218,1587366.0761155004,7774783.830254308,1.570200694104797,45.168099411090346,"(1.570200694104797, 45.168099411090346)",F12,191230101,Centre
N219,1587335.4349311308,7775171.86375952,1.5697190274047963,45.171577863290345,"(1.5697190274047963, 45.171577863290345)",F12,191230101,Centre
N220,1587398.3813624524,7774941.646744568,1.57057296980479,45.169521695690285,"(1.57057296980479, 45.169521695690285)",F12,191230101,Centre
N221,1587816.8742778709,7774928.235846397,1.575887494304775,45.169471916890345,"(1.575887494304775, 45.169471916890345)",F12,191230103,Sud
N222,1588121.9418057897,7774901.097417796,1.5797657240047642,45.16927959049032,"(1.5797657240047642, 45.16927959049032)",F12,191230103,Sud
N223,1588237.0835880726,7774697.769650736,1.5812752804047614,45.1674735103903,"(1.5812752804047614, 45.1674735103903)",F12,191230103,Sud
N224,1588348.8958012718,7774435.038816424,1.5827565561047496,45.16513355379029,"(1.5827565561047496, 45.16513355379029)",F12,191230103,Sud
N225,1588430.7948549553,7774914.332957986,1.583682409004749,45.16945022309032,"(1.583682409004749, 45.16945022309032)",F12,191230103,Sud
N226,1588616.9239264906,7774420.429715998,1.5861614371047406,45.16504727139034,"(1.5861614371047406, 45.16504727139034)",F12,191230103,Sud
N227,1588835.3298722282,7774887.205461402,1.5888230028047332,45.16927432209031,"(1.5888230028047332, 45.16927432209031)",F12,191230103,Sud
N228,1589107.298997134,7775137.255968349,1.5922158583047172,45.17156454249034,"(1.5922158583047172, 45.17156454249034)",F12,191230103,Sud
N229,1589278.7208988587,7774914.235571865,1.5944439775047126,45.169590846890344,"(1.5944439775047126, 45.169590846890344)",F12,191230103,Sud
N230,1589286.7738871076,7774916.011995244,1.5945457657047148,45.16960813379031,"(1.5945457657047148, 45.16960813379031)",F12,191230103,Sud
N231,1589323.5370245306,7775014.404415962,1.5949892363047111,45.170497583590326,"(1.5949892363047111, 45.170497583590326)",F12,191230103,Sud
N232,1589407.4564002058,7774570.851339691,1.596158443204707,45.16652943219032,"(1.596158443204707, 45.16652943219032)",F12,191230103,Sud
N233,1585950.35141835,7774361.331505893,1.5523357719048545,45.164065478190295,"(1.5523357719048545, 45.164065478190295)",F13,190310201,Sports
N234,1586283.5536950412,7774310.547919874,1.5565764361048398,45.1636665311903,"(1.5565764361048398, 45.1636665311903)",F13,191230101,Centre
N235,1586413.6212941073,7774053.796765133,1.558288894704833,45.161383720090285,"(1.558288894704833, 45.161383720090285)",F13,191230101,Centre
N236,1586464.7380410691,7774321.577228516,1.5588730318048354,45.163796454290285,"(1.5588730318048354, 45.163796454290285)",F13,191230101,Centre
N237,1586639.548527662,7774453.667905083,1.5610596299048256,45.16501208399032,"(1.5610596299048256, 45.16501208399032)",F13,191230101,Centre
N238,1586681.0501717262,7774228.161729,1.5616405329048206,45.16299464229026,"(1.5616405329048206, 45.16299464229026)",F13,191230101,Centre
N239,1586659.9133942672,7774044.686873271,1.5614164336048233,45.161343885990284,"(1.5614164336048233, 45.161343885990284)",F13,191230101,Centre
N240,1586825.4500792497,7774325.7011728035,1.5634495405048183,45.16389486129028,"(1.5634495405048183, 45.16389486129028)",F13,191230101,Centre
N241,1586833.9111570616,7773896.838826335,1.5636598962048158,45.16004615129031,"(1.5636598962048158, 45.16004615129031)",F13,191230103,Sud
N242,1586881.0422995973,7773892.702117653,1.5642589499048132,45.160017018590295,"(1.5642589499048132, 45.160017018590295)",F13,191230103,Sud
N243,1586993.6482086868,7774321.2720346525,1.5655850715048103,45.16388365449029,"(1.5655850715048103, 45.16388365449029)",F13,191230101,Centre
N244,1586963.6131860763,7773923.983089562,1.5652992133048116,45.160311861790284,"(1.5652992133048116, 45.160311861790284)",F13,191230103,Sud
N245,1587034.4262044118,7774176.80969556,1.5661371826048038,45.16259364619031,"(1.5661371826048038, 45.16259364619031)",F13,191230103,Sud
N246,1587047.3756527219,7774080.817296527,1.566324517204808,45.1617340615903,"(1.566324517204808, 45.1617340615903)",F13,191230103,Sud
N247,1587046.8495526544,7773759.687927391,1.5663948042048073,45.158851009290295,"(1.5663948042048073, 45.158851009290295)",F13,191230103,Sud
