,Home_190030000,Home_190230000,Home_190310101,Home_190310102,Home_190310103,Home_190310104,Home_190310201,Home_190310202,Home_190310203,Home_190310301,Home_190310302,Home_190310303,Home_190310304,Home_190310401,Home_190310405,Home_190310602,Home_190310603,Home_190310701,Home_190310702,Home_190430000,Home_190570000,Home_190630000,Home_190680000,Home_190720000,Home_190930000,Home_190990000,Home_191050000,Home_191150000,Home_191230101,Home_191230102,Home_191230103,Home_191380000,Home_191500000,Home_191790000,Home_191840000,Home_192020000,Home_192170000,Home_192570000,Home_192730000,Home_192740000,Work_190030000,Work_190230000,Work_190310101,Work_190310102,Work_190310103,Work_190310104,Work_190310201,Work_190310202,Work_190310203,Work_190310301,Work_190310302,Work_190310303,Work_190310304,Work_190310401,Work_190310405,Work_190310602,Work_190310603,Work_190310701,Work_190310702,Work_190430000,Work_190570000,Work_190630000,Work_190680000,Work_190720000,Work_190930000,Work_190990000,Work_191050000,Work_191150000,Work_191230101,Work_191230102,Work_191230103,Work_191380000,Work_191500000,Work_191790000,Work_191840000,Work_192020000,Work_192170000,Work_192570000,Work_192730000,Work_192740000
0,0.022429626400751128,0.19397957600728327,0.07108940758881652,0.18459976475381562,0.1964099105587278,0.20077736418434547,0.1424394968977702,0.12432499310714581,0.2537544956470263,0.15183607054879705,0.17713396781441576,0.14480000000000004,0.22976913800773818,0.14481714010654026,0.09551696027979831,0.08381089152443269,0.1992184821660691,0.24076052703746334,0.2737693125662096,0.03218851556533094,0.09909804155624123,0.3413322500721007,0.08802795066653223,0.3023004927075794,0.1266889648098202,0.0434,0.03557421494157139,0.014399999999999996,0.2520919272445446,0.1667137716940957,0.22697231089652214,0.2281231107425428,0.018,0.02650997138479394,0.0072000000000000015,0.2280360148211501,0.01079999999999999,0.05040000000000003,0.1083941429697341,0.45424383477536384,0.0,0.002595196921761794,0.0012930222988477278,0.011221192258223548,0.0,0.0,0.0074001813380212625,0.0,0.0,0.0027102308972185517,0.0,0.0,0.011665172588181128,0.0,0.0,0.0,0.0,0.006599999999999998,0.005859328344670874,0.008639999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008484660524565014,0.0,0.01083925071180724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.015249121581897916,0.17011686679593366,0.07328929996400756,0.1571568350638335,0.15916332724931542,0.1797152166018485,0.12183263851674982,0.10978082742585848,0.21978554561043706,0.12255049228283783,0.16455219510968036,0.14334848911723877,0.18065707708106582,0.12410180529973781,0.07438465110216017,0.05610780376397968,0.1806292133555685,0.2236206535650065,0.24310356717707027,0.02246744552931363,0.0642653432958674,0.3067051447727826,0.07209305222129705,0.275768459493861,0.10131574301961555,0.03436935077455979,0.04502007373200645,0.014399999999999996,0.23257097171012284,0.13720315757107573,0.20394182399505933,0.21097055666355127,0.018000000000000002,0.021916653353131782,0.0003922450411077153,0.18596640586461785,0.010800000000000021,0.04922732060504309,0.09794309262315873,0.41571992165322097,0.0,0.00038854953275123025,0.0013278910765475395,0.010559263963932756,0.0,0.0,0.008472806366814065,0.0,0.0,0.004319999999999997,0.0,0.0,0.013564210856297929,0.0,0.0,0.0,0.0,0.007218832587796533,0.013633332727804117,0.008640000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154103602251211,0.0,0.001105580410077572,0.006582208166911177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0036000000000000008,0.15858390167440833,0.06399774874140068,0.1133024126516017,0.12766649403130798,0.14439485533052956,0.09648655489592094,0.10030664317226137,0.18937158794275535,0.09657485872110655,0.15866064807043104,0.12183243494026742,0.15563212593139525,0.10262386165371955,0.060482586887213294,0.044869810071006926,0.15403639829679164,0.19334711099379764,0.21501987095506733,0.021600000000000022,0.04280410170425618,0.27049197665471236,0.05564460866161392,0.24505066968259454,0.07764343898968046,0.02756334486007932,0.03687487403996578,0.01440000000000001,0.2034799247608745,0.12173367027123466,0.15886523279546616,0.18165766128476837,0.018000000000000016,0.018000000000000002,0.0024351867943889745,0.14644513049116833,0.010800000000000014,0.0468,0.09031522897920746,0.35384118524602376,0.0,0.0036780322392959753,0.0014807286425082963,0.015459472664422987,0.0010528924434210002,0.0,0.015446341269694991,0.0,0.002768122148259015,0.019805259755429037,0.003918938889356279,0.0,0.025472026918617392,0.00996276348744822,0.005922020194973419,0.0,0.003644624339712495,0.023414961127495647,0.02213626321300399,0.014124963319497617,0.0,0.007143446007841857,0.0,0.008668451519579361,0.0,0.0,0.0,0.0,0.012359616443230526,0.0,0.0,0.012960033003720391,0.0,0.0,0.0,0.0,0.0,0.0,0.005719751533019285,0.001823053595633874
3,0.0036000000000000008,0.1229908591964006,0.04933237779138567,0.06314938314478812,0.09067082879710565,0.11272445883508082,0.08525176106511152,0.08621455814152858,0.14275145738304607,0.07366401814490652,0.12674746072482207,0.11036265350590622,0.13273711993091666,0.0856139957729264,0.04944659911650075,0.0398,0.12119792874527346,0.16659216858440795,0.18261800326928512,0.021599999999999994,0.04679999999999997,0.21241209268439998,0.057800000000000004,0.17330687837283787,0.05415361242541729,0.022208635525859877,0.045096996839208855,0.011930478275640323,0.17642346623663527,0.08702988348401113,0.13010937178612356,0.14720947689744493,0.013337768970410053,0.018000000000000002,0.0072000000000000015,0.12035302567526672,0.01079999999999998,0.046800000000000015,0.07007373224698259,0.2724081789529533,0.0,0.0,0.02196612125974037,0.023482018520523694,0.028932206258636482,0.004057999099348978,0.01832025570404647,0.0,0.004320000000000008,0.024521208531238656,0.00662816447208723,0.0,0.021750370536330853,0.013199999999999996,0.011406095830680082,0.005062973181579965,0.007703698414194646,0.04345677470204616,0.03467220451441358,0.01571126667799054,0.0,0.020458713180006124,0.0,0.02067038544352401,0.0,0.0,0.0,0.0,0.015009958868384545,0.012959428114073235,0.004466224148230613,0.020655022916330847,0.0,0.0,0.0,0.006469125072614534,0.0,0.0,0.006175187972998378,0.03085845424785814
4,0.0036000000000000008,0.1008107216941093,0.04472636367875931,0.04430259382535035,0.059810298792708896,0.09231023659435791,0.07320590804452498,0.06768667507982191,0.1147605996145703,0.07219999999999999,0.11064562155436979,0.09289661107664433,0.11702596957053328,0.06463360111847435,0.03960000000000001,0.029639520239023824,0.10886473553858042,0.1315775033753355,0.12990891032794344,0.021599999999999994,0.046800000000000015,0.18520192857017412,0.0578,0.12855525517865293,0.0304781998749299,0.018947356618542462,0.03999999999999998,0.0072000000000000015,0.14799786811138707,0.06953272235352728,0.09867304581061623,0.1343534392746403,0.010800000000000002,0.018000000000000002,0.005353470829002686,0.08680366375515017,0.008857150948582684,0.04631488171543744,0.060124901240535385,0.2528949538857141,0.0,0.0,0.03287020840461951,0.02912636520560049,0.02807227723455674,0.01343952062078078,0.016135517210995758,0.0018684586567436533,0.008835649353626133,0.03407905706690112,0.005971682786548181,0.001203022647651235,0.040927938444726614,0.019752073968372003,0.03223895934959541,0.008639999999999998,0.008640000000000016,0.05398627313700088,0.0299196096228613,0.007236929396810322,0.0,0.017520000000000008,0.0,0.022055493680509693,0.0,0.0,0.0,0.0,0.020140225541543207,0.010408079917073263,0.013087614492223825,0.02411999999999999,0.0,0.0,0.0,0.006599999999999998,0.0,0.0,0.0,0.038109597604288475
5,0.0036000000000000008,0.07650751015988436,0.04637721466838296,0.0331862906753567,0.05073921858144093,0.07975169382755398,0.06439164427548794,0.04765686448227397,0.08888639386295488,0.0636484049574222,0.08017197838730934,0.09185648318664169,0.08228714841902954,0.05391793745245776,0.035659113244672296,0.01799999999999999,0.09768405005838506,0.10362664055957067,0.09206920775594393,0.018437166417314913,0.03976461363427664,0.1383146783958934,0.05475992270890108,0.11875760094455297,0.025200000000000004,0.014399999999999998,0.04,0.00719999999999999,0.12029164078512755,0.060337856325343574,0.06645663840943468,0.11128151865075755,0.0077659904284448885,0.01799999999999999,0.0,0.07241701768948708,0.007200000000000014,0.03201414999705318,0.053096320071773874,0.1975577658098187,0.0,0.0,0.01976125482041878,0.03380574354775241,0.013430624284155873,0.019750727817545416,0.01183745135268003,0.006599999999999998,0.01259098911593908,0.029678858463061134,0.0,0.006599999999999998,0.03685855087319143,0.0162608638162714,0.030689809873384814,0.006462589639618176,0.008639999999999993,0.04484617817653003,0.020390067113528244,0.004319999999999997,0.0,0.015085300357552914,0.0016702078150337097,0.043921313538578005,0.0,0.0,0.0,0.0,0.02849504006032236,0.009219671822355328,0.007645609838980537,0.019226366699667735,0.0,0.0,0.0,0.007827279596317835,0.0,0.0,0.0,0.04759299101094111
6,0.0036000000000000008,0.06430542194350594,0.021012825470322828,0.025200000000000014,0.03995031250479878,0.06602454179590256,0.06833819169453834,0.03894583710835868,0.060653894490028525,0.044012885126688134,0.05035041748416013,0.07202504885902972,0.054596391842684805,0.04340000000000003,0.028997558863337033,0.018000000000000002,0.093051534823099,0.08435986131798562,0.07068789253054486,0.01799999999999999,0.03599999999999998,0.12412168631309321,0.03599999999999999,0.11456900729105313,0.02405056268246822,0.013037149543168024,0.028917000802435547,0.00719999999999999,0.08315074481157551,0.04225981792500734,0.03925383826410208,0.08832583947143079,0.0036693851691633867,0.012756392736979823,0.0,0.049208269084550164,0.007199999999999979,0.028800000000000013,0.046800000000000015,0.15949480411742134,0.0,0.0,0.008640000000000004,0.03252000000000001,0.0072000000000000015,0.024685982065695347,0.006599999999999998,0.006599999999999998,0.01259098911593906,0.02751376568216638,0.0,0.006599999999999998,0.027086623637481395,0.013199999999999996,0.016578325397814328,0.004320000000000002,0.005325137852930592,0.020734628625045996,0.02917695924285224,0.004320000000000008,0.0,0.013200000000000019,0.00025259549649928194,0.06013109961121809,0.0,0.0,0.0,0.0,0.028500465718186725,0.01118515999894181,0.007694371113882065,0.010375990399367815,0.0,0.0,0.0,0.013199999999999996,0.0,0.0,0.0,0.0302428092578362
7,0.0036000000000000008,0.05976872563573688,0.014400000000000003,0.025200000000000014,0.029398094328216787,0.057800000000000004,0.05871315713858133,0.036000000000000004,0.044779575518416,0.032897608114526945,0.02918289494054808,0.05937329703638874,0.038398185097261985,0.04339999999999999,0.019797467736252954,0.015137087000825097,0.08133316778771929,0.07525612822775678,0.05623455671498641,0.01799999999999999,0.03304406672747642,0.11047103691054705,0.03600000000000002,0.09002951290808019,0.01724372478871725,0.010800000000000002,0.023827174644543824,0.00719999999999999,0.07278649113086745,0.029454145190641663,0.03347905278095705,0.051928159529614555,0.0036000000000000008,0.00719999999999999,0.0,0.03839445647442744,0.007200000000000014,0.027527550008322903,0.04030401685528608,0.12565673156210733,0.0,0.0,0.006039673183204455,0.025358906018376762,0.00719999999999999,0.0253474635990788,0.007495258926044659,0.0019653675779986186,0.012590989115939075,0.01046565095646836,0.0,0.006600000000000004,0.020671537681497418,0.013199999999999996,0.010919999999999997,0.0001576671330054972,0.004319999999999997,0.018656948880386343,0.024521606291763868,0.004319999999999997,0.0,0.013199999999999983,0.0,0.057225875448109094,0.0,0.0,0.0,0.0,0.02443357744055606,0.011185159998941808,0.004319999999999997,0.008639999999999998,0.002166096242268571,0.0,0.0,0.006392223030601531,0.0,0.0,0.0,0.024793113721922052
8,0.0036000000000000125,0.041741961035550154,0.014400000000000003,0.01712868571795698,0.02258259281181369,0.057800000000000004,0.050615923197520285,0.03588601101244425,0.037508024358316704,0.025836650973400033,0.022205883505630214,0.050599999999999985,0.024399769231437426,0.036659115776710334,0.016946316310903466,0.01293876950211764,0.06622453782640673,0.060177276930012714,0.04455437754020805,0.01800000000000003,0.023879514015681263,0.08616211026999845,0.036000000000000004,0.07437386464852863,0.010800000000000002,0.010800000000000002,0.01309401830821334,0.007199999999999979,0.05976122684697786,0.023603866675895556,0.03109877765974272,0.03887492312666241,0.0036000000000000008,0.0072000000000000015,0.0,0.032400000000000005,0.007200000000000014,0.016273322605876158,0.03928474415260517,0.09744242675009895,0.0,0.004812201185423698,0.006078772861897847,0.01726997468402416,0.0072000000000000015,0.035327140315594065,0.0138,0.0,0.018467513322969458,0.008961470398496013,0.0,0.006154537324775281,0.008167453333757645,0.013199999999999996,0.01092,0.0,0.005320157819585625,0.01887683677886235,0.02396379505560882,0.004319999999999997,0.003949945521282753,0.0004177860619080741,0.0,0.05103999999999999,0.0,0.0,0.0,0.0,0.024274687585256298,0.011185159998941823,0.004319999999999997,0.006865416163857519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011075274021604489
9,0.0035999999999999895,0.033165750215553826,0.011148802384780613,0.010800000000000004,0.015184582080706107,0.036194696485105746,0.0383049790633347,0.023485509363422703,0.03486528787454834,0.0216,0.01854023021997232,0.04470021668451126,0.02142828384763428,0.018523469185845406,0.014400000000000015,0.008892243959275839,0.051270210626586994,0.05014285108798771,0.04319999999999999,0.012459098428304038,0.02031558824815278,0.05831229232722756,0.03523152894226533,0.06361702825483419,0.010800000000000002,0.010800000000000014,0.010800000000000002,0.006985735951555482,0.04842205581783436,0.016384014572498325,0.03154449129506197,0.032399999999999984,0.000798332336148572,0.0072000000000000015,0.0,0.028133608166393813,0.007199999999999979,0.013965673318111792,0.030271325499473402,0.0707421438733917,0.0,0.0066000000000000095,0.006599999999999998,0.010194897383503695,0.008111838887500835,0.036367314667015746,0.01498246736318462,0.0,0.01680684041482445,0.0037205372453791765,0.0,0.0,0.004319999999999997,0.013199999999999996,0.005245836810297877,0.002976232920476832,0.007647875279302423,0.01572507945670939,0.023348001503570776,0.004320000000000008,0.00550884309173744,0.0,0.0,0.04826007504440148,0.0,0.0,0.0,0.0,0.022391605047878994,0.009854286887840576,0.00822993027136405,0.004320000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02155067521848028
