,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV1194,"7774726.63406, 1583239.67518","[1583239.6751780966, 7774726.634062104]",1583239.67518,7774726.63406,N3782,"(1.5178465199049698, 45.166875354790321)",1.5178465199049698,45.16687535479032
LV1195,"7773875.85401, 1583899.93363","[1583899.9336237228, 7773875.854011489]",1583899.93363,7773875.85401,N3783,"(1.5264353215049389, 45.159352883290282)",1.5264353215049389,45.15935288329028
LV1196,"7772995.49231, 1581202.142","[1581202.1419976421, 7772995.492311509]",1581202.142,7772995.49231,N3784,"(1.4924251902050529, 45.150973927690266)",1.492425190205053,45.150973927690266
LV1197,"7773305.08917, 1581552.54623","[1581552.5462307998, 7773305.0891652815]",1581552.54623,7773305.08917,N3785,"(1.4967929590050399, 45.153815671890278)",1.49679295900504,45.15381567189028
LV1198,"7773672.24907, 1581393.17018","[1581393.1701767682, 7773672.249069823]",1581393.17018,7773672.24907,N3786,"(1.4946784775050461, 45.157083448490276)",1.4946784775050461,45.157083448490276
LV1199,"7773705.52332, 1581749.5469","[1581749.5469032705, 7773705.523316403]",1581749.5469,7773705.52332,N3787,"(1.499191973805031, 45.157445516890277)",1.499191973805031,45.15744551689028
LV1200,"7772997.78029, 1582927.61459","[1582927.6145950402, 7772997.780291318]",1582927.61459,7772997.78029,N3788,"(1.5143156733049792, 45.15129988719027)",1.5143156733049792,45.15129988719027
LV1201,"7774488.972, 1581197.13582","[1581197.1358187173, 7774488.971998085]",1581197.13582,7774488.972,N3789,"(1.4919852441050554, 45.164380574190297)",1.4919852441050554,45.1643805741903
LV1202,"7773321.51107, 1585156.58845","[1585156.5884458234, 7773321.511073112]",1585156.58845,7773321.51107,N3790,"(1.5425161514048868, 45.154594097990255)",1.5425161514048868,45.154594097990255
LV1203,"7772311.98924, 1587048.27569","[1587048.2756850647, 7772311.98924173]",1587048.27569,7772311.98924,N3791,"(1.5667597543048044, 45.145854524590241)",1.5667597543048044,45.14585452459024
LV1204,"7771757.31712, 1584892.10617","[1584892.1061692887, 7771757.317117486]",1584892.10617,7771757.31712,N3792,"(1.5395422707048947, 45.140506051590208)",1.5395422707048947,45.14050605159021
LV1205,"7769126.46837, 1583825.46059","[1583825.4605947393, 7769126.4683678765]",1583825.46059,7769126.46837,N3793,"(1.5266600808049366, 45.116703272290167)",1.5266600808049366,45.11670327229017
LV1206,"7771951.46994, 1581099.32458","[1581099.3245860038, 7771951.469940243]",1581099.32458,7771951.46994,N3794,"(1.491384006505055, 45.141583102790229)",1.491384006505055,45.14158310279023
LV1207,"7769321.76086, 1586232.81467","[1586232.8146735248, 7769321.760859829]",1586232.81467,7769321.76086,N3795,"(1.5571359470048336, 45.118871578790142)",1.5571359470048336,45.11887157879014
LV1208,"7770341.78759, 1585850.39435","[1585850.3943420795, 7770341.787593696]",1585850.39435,7770341.78759,N3796,"(1.5520403219048511, 45.127963223190164)",1.552040321904851,45.127963223190164
LV1209,"7770722.56619, 1585959.24972","[1585959.2497269353, 7770722.566185187]",1585959.24972,7770722.56619,N3797,"(1.5533287587048481, 45.131400212990201)",1.553328758704848,45.1314002129902
LV1210,"7774729.11622, 1584057.9854","[1584057.985393753, 7774729.116222949]",1584057.9854,7774729.11622,N3798,"(1.5282309126049354, 45.167040583390303)",1.5282309126049354,45.1670405833903
LV1211,"7771094.79096, 1584548.78313","[1584548.7831218606, 7771094.790961781]",1584548.78313,7771094.79096,N3799,"(1.5353495178049075, 45.134498959490209)",1.5353495178049075,45.13449895949021
LV1212,"7771098.85235, 1581611.55277","[1581611.552770426, 7771098.852345072]",1581611.55277,7771098.85235,N3800,"(1.4980954715050321, 45.134020157290223)",1.498095471505032,45.13402015729022
LV1213,"7772759.81234, 1586619.12474","[1586619.124741249, 7772759.812337915]",1586619.12474,7772759.81234,N3801,"(1.5612078919048229, 45.149801953990249)",1.561207891904823,45.14980195399025
LV1214,"7773845.19758, 1584591.09073","[1584591.0907288701, 7773845.197577762]",1584591.09073,7773845.19758,N3802,"(1.5352129453049095, 45.159197761790303)",1.5352129453049095,45.1591977617903
LV1215,"7771545.6323, 1583722.32251","[1583722.3225050673, 7771545.632302315]",1583722.32251,7771545.6323,N3803,"(1.5247562763049443, 45.138402613590195)",1.5247562763049443,45.138402613590195
LV1216,"7770811.86701, 1586347.12841","[1586347.1284073074, 7770811.867012464]",1586347.12841,7770811.86701,N3804,"(1.5582265215048297, 45.132268145890215)",1.5582265215048297,45.132268145890215
LV1217,"7774682.07523, 1585207.15383","[1585207.1538370633, 7774682.075225312]",1585207.15383,7774682.07523,N3805,"(1.5428263280048851, 45.1668173127903)",1.542826328004885,45.1668173127903
LV1218,"7771667.41848, 1585135.48839","[1585135.488393698, 7771667.418482844]",1585135.48839,7771667.41848,N3806,"(1.5426513725048847, 45.139740994390223)",1.5426513725048847,45.13974099439022
LV1219,"7774526.86063, 1581540.81719","[1581540.817194462, 7774526.8606304135]",1581540.81719,7774526.86063,N3807,"(1.4963370692050406, 45.164781926190308)",1.4963370692050406,45.16478192619031
LV1220,"7773492.56765, 1582693.74138","[1582693.7413725294, 7773492.567650266]",1582693.74138,7773492.56765,N3808,"(1.5112253893049907, 45.155700651790269)",1.5112253893049907,45.15570065179027
LV1221,"7772537.58837, 1581018.0667","[1581018.0666976303, 7772537.588371783]",1581018.0667,7772537.58837,N3809,"(1.4902053950050618, 45.146830339090258)",1.4902053950050618,45.14683033909026
LV1222,"7771315.7702, 1581355.082","[1581355.0819966574, 7771315.770203228]",1581355.082,7771315.7702,N3810,"(1.4947881173050435, 45.135921865590213)",1.4947881173050435,45.13592186559021
LV1223,"7771823.45818, 1580880.6474","[1580880.6473952108, 7771823.458184029]",1580880.6474,7771823.45818,N3811,"(1.4886424863050647, 45.140394858890218)",1.4886424863050647,45.14039485889022
LV1224,"7773322.40225, 1586334.47345","[1586334.4734449037, 7773322.402252726]",1586334.47345,7773322.40225,N3812,"(1.5574609210048374, 45.154804098790265)",1.5574609210048374,45.154804098790265
LV1225,"7771850.12038, 1580560.10685","[1580560.1068521629, 7771850.120378804]",1580560.10685,7771850.12038,N3813,"(1.4845698724050775, 45.140576838790238)",1.4845698724050775,45.14057683879024
LV1226,"7781985.61213, 1580752.53231","[1580752.532314802, 7781985.612133103]",1580752.53231,7781985.61213,N3814,"(1.4844437420050889, 45.231603777490498)",1.4844437420050889,45.2316037774905
LV1227,"7784004.85603, 1580924.76056","[1580924.7605655442, 7784004.856025796]",1580924.76056,7784004.85603,N3815,"(1.4861203686050832, 45.24976354029058)",1.4861203686050832,45.24976354029058
LV1228,"7785772.20077, 1580935.72319","[1580935.7231895914, 7785772.200771237]",1580935.72319,7785772.20077,N3816,"(1.4858115979050854, 45.265633095090607)",1.4858115979050854,45.26563309509061
LV1229,"7786281.48258, 1582726.532","[1582726.532000035, 7786281.482577619]",1582726.532,7786281.48258,N3817,"(1.5084528954050118, 45.270523931390649)",1.5084528954050118,45.27052393139065
LV1230,"7786710.99762, 1580104.437","[1580104.4370048188, 7786710.997620145]",1580104.437,7786710.99762,N3818,"(1.4750028292051225, 45.273912474590645)",1.4750028292051225,45.273912474590645
LV1231,"7786075.29292, 1579944.70874","[1579944.7087375156, 7786075.292920118]",1579944.70874,7786075.29292,N3819,"(1.4731343371051306, 45.268176102690617)",1.4731343371051306,45.26817610269062
LV1232,"7785945.85319, 1580381.31279","[1580381.312786924, 7785945.853191139]",1580381.31279,7785945.85319,N3820,"(1.4787185716051112, 45.267092665290654)",1.4787185716051112,45.267092665290654
LV1233,"7785412.27238, 1579292.07381","[1579292.0738067452, 7785412.272382414]",1579292.07381,7785412.27238,N3821,"(1.4650068450051552, 45.262105170790605)",1.4650068450051552,45.262105170790605
LV1234,"7775997.84243, 1596806.73307","[1596806.7330708634, 7775997.842429988]",1596806.73307,7775997.84243,N3822,"(1.6897515916043933, 45.180528358490335)",1.6897515916043933,45.180528358490335
LV1235,"7776396.25638, 1596721.98812","[1596721.9881222155, 7776396.256380856]",1596721.98812,7776396.25638,N3823,"(1.6885884180044002, 45.184092190190334)",1.6885884180044002,45.184092190190334
LV1236,"7776033.07153, 1595528.79869","[1595528.7986861984, 7776033.071525987]",1595528.79869,7776033.07153,N3824,"(1.6735210826044489, 45.180645377590352)",1.6735210826044489,45.18064537759035
LV1237,"7777447.27473, 1594001.61675","[1594001.616745159, 7777447.2747338]",1594001.61675,7777447.27473,N3825,"(1.6538159910045154, 45.193100730690382)",1.6538159910045154,45.19310073069038
LV1238,"7769002.04806, 1596874.80035","[1596874.8003490497, 7769002.04806011]",1596874.80035,7769002.04806,N3826,"(1.6921457926043806, 45.117732434190174)",1.6921457926043806,45.117732434190174
LV1239,"7772012.38617, 1600035.59218","[1600035.5921864472, 7772012.38616754]",1600035.59218,7772012.38617,N3827,"(1.7315861837042519, 45.145239695490233)",1.7315861837042519,45.14523969549023
LV1240,"7765090.36372, 1586275.69815","[1586275.6981472245, 7765090.363720225]",1586275.69815,7765090.36372,N3828,"(1.5586984332048264, 45.080893486990028)",1.5586984332048264,45.08089348699003
LV1241,"7766463.07339, 1597264.1785","[1597264.178501882, 7766463.073390008]",1597264.1785,7766463.07339,N3829,"(1.6976353402043618, 45.094999180190094)",1.6976353402043618,45.094999180190094
LV1242,"7764353.5091, 1598842.45363","[1598842.453629117, 7764353.509098291]",1598842.45363,7764353.5091,N3830,"(1.7180905662042898, 45.076302314590009)",1.7180905662042898,45.07630231459001
LV1243,"7766190.43699, 1594347.54133","[1594347.5413270977, 7766190.436988101]",1594347.54133,7766190.43699,N3831,"(1.6607301547044846, 45.092096059190062)",1.6607301547044846,45.09209605919006
LV1244,"7766299.43812, 1595224.48432","[1595224.4843220888, 7766299.438120881]",1595224.48432,7766299.43812,N3832,"(1.6718199950044483, 45.093212907690081)",1.6718199950044483,45.09321290769008
LV1245,"7769990.0269, 1591655.90449","[1591655.9044947464, 7769990.026897045]",1591655.90449,7769990.0269,N3833,"(1.6257460359046052, 45.125774222890172)",1.6257460359046052,45.12577422289017
LV1246,"7767382.1355, 1593753.85841","[1593753.85841004, 7767382.13549709]",1593753.85841,7767382.1355,N3834,"(1.6529380769045117, 45.102699903590114)",1.6529380769045117,45.102699903590114
LV1247,"7761790.6211, 1591445.26138","[1591445.2613845197, 7761790.621102077]",1591445.26138,7761790.6211,N3835,"(1.6249583612046026, 45.052133185189916)",1.6249583612046026,45.052133185189916
LV1248,"7774928.86265, 1587818.23948","[1587818.2394806487, 7774928.862651825]",1587818.23948,7774928.86265,N3836,"(1.5759046716047753, 45.169477774090332)",1.5759046716047753,45.16947777409033
LV1249,"7776361.17389, 1588087.28793","[1588087.287931494, 7776361.173893055]",1588087.28793,7776361.17389,N3837,"(1.5789790089047657, 45.18238194969036)",1.5789790089047657,45.18238194969036
LV1250,"7777187.26484, 1588847.08433","[1588847.0843356892, 7777187.264838405]",1588847.08433,7777187.26484,N3838,"(1.5884293398047364, 45.189925731690373)",1.5884293398047364,45.18992573169037
LV1251,"7774267.32989, 1587286.85094","[1587286.850935004, 7774267.329892329]",1587286.85094,7774267.32989,N3839,"(1.569318779204798, 45.163449060590288)",1.569318779204798,45.16344906059029
LV1252,"7773939.19898, 1587669.33575","[1587669.3357510266, 7773939.198981418]",1587669.33575,7773939.19898,N3840,"(1.5742507730047801, 45.16056784029027)",1.5742507730047801,45.16056784029027
LV1253,"7775389.0643, 1586203.15528","[1586203.1552802445, 7775389.064303752]",1586203.15528,7775389.0643,N3841,"(1.5552956791048456, 45.173335311990328)",1.5552956791048456,45.17333531199033
LV1254,"7774442.71588, 1588081.5963","[1588081.5962958573, 7774442.715877116]",1588081.5963,7774442.71588,N3842,"(1.5793625572047636, 45.165157617190332)",1.5793625572047636,45.16515761719033
LV1255,"7774808.89636, 1586577.81702","[1586577.8170233131, 7774808.896360672]",1586577.81702,7774808.89636,N3843,"(1.5601907202048273, 45.168190679690298)",1.5601907202048273,45.1681906796903
LV1256,"7776628.18498, 1589779.50422","[1589779.5042175548, 7776628.184977799]",1589779.50422,7776628.18498,N3844,"(1.6003986612046939, 45.185061396890347)",1.6003986612046939,45.18506139689035
LV1257,"7774885.72929, 1588835.04699","[1588835.0469911592, 7774885.729294489]",1588835.04699,7774885.72929,N3845,"(1.588819760904733, 45.169261022290307)",1.588819760904733,45.16926102229031
LV1258,"7776459.87393, 1589057.82475","[1589057.8247531177, 7776459.873930063]",1589057.82475,7776459.87393,N3846,"(1.5912763867047242, 45.183430472390377)",1.5912763867047242,45.18343047239038
LV1259,"7775813.0456, 1588371.57579","[1588371.575789711, 7775813.045597504]",1588371.57579,7775813.0456,N3847,"(1.5827178587047532, 45.177508694690353)",1.5827178587047532,45.17750869469035
LV1260,"7761393.58088, 1595752.62117","[1595752.6211768521, 7761393.580882997]",1595752.62117,7761393.58088,N3848,"(1.6795950791044183, 45.049255543889934)",1.6795950791044183,45.049255543889934
LV1261,"7761324.55213, 1594993.26314","[1594993.2631350216, 7761324.552127716]",1594993.26314,7761324.55213,N3849,"(1.6699942717044491, 45.048516878089934)",1.6699942717044491,45.048516878089934
LV1262,"7766245.0532, 1590284.75807","[1590284.7580683841, 7766245.053198076]",1590284.75807,7766245.0532,N3850,"(1.6092281998046569, 45.091930486990087)",1.609228199804657,45.09193048699009
LV1263,"7765869.11836, 1592399.34994","[1592399.3499434297, 7765869.118361284]",1592399.34994,7765869.11836,N3851,"(1.6361129599045661, 45.088900126990055)",1.636112959904566,45.088900126990055
LV1264,"7766265.19182, 1582283.23577","[1582283.23576193, 7766265.191821094]",1582283.23577,7766265.19182,N3852,"(1.5078195609049954, 45.090747216590074)",1.5078195609049954,45.090747216590074
LV1265,"7789548.11813, 1586423.09134","[1586423.0913454453, 7789548.118131289]",1586423.09134,7789548.11813,N3853,"(1.5546652848048579, 45.300495639190736)",1.5546652848048579,45.300495639190736
LV1266,"7787783.69621, 1587366.30755","[1587366.3075469781, 7787783.69621336]",1587366.30755,7787783.69621,N3854,"(1.5670891751048153, 45.284814039090683)",1.5670891751048153,45.28481403909068
LV1267,"7760704.75683, 1592377.52616","[1592377.5261530562, 7760704.756826425]",1592377.52616,7760704.75683,N3855,"(1.6370115486045602, 45.042536600189905)",1.6370115486045602,45.042536600189905
LV1268,"7761270.68124, 1599073.09507","[1599073.0950713009, 7761270.681239221]",1599073.09507,7761270.68124,N3856,"(1.7216705734042781, 45.04866252168992)",1.721670573404278,45.04866252168992
LV1269,"7761473.83938, 1598139.3146","[1598139.314598898, 7761473.839382956]",1598139.3146,7761473.83938,N3857,"(1.709801948704317, 45.050344438089937)",1.709801948704317,45.05034443808994
LV1270,"7779952.3291, 1590637.49698","[1590637.4969808199, 7779952.329098545]",1590637.49698,7779952.3291,N3858,"(1.6105186840046635, 45.215047076590473)",1.6105186840046635,45.21504707659047
LV1271,"7779945.24442, 1590116.38243","[1590116.3824307083, 7779945.244416716]",1590116.38243,7779945.24442,N3859,"(1.6039009216046856, 45.214897622790481)",1.6039009216046856,45.21489762279048
LV1272,"7780854.29722, 1590873.33998","[1590873.3399728222, 7780854.297221634]",1590873.33998,7780854.29722,N3860,"(1.6133051642046552, 45.223183823290505)",1.6133051642046552,45.223183823290505
LV1273,"7781133.34078, 1588496.98881","[1588496.9888101087, 7781133.340775181]",1588496.98881,7781133.34078,N3861,"(1.5830491453047577, 45.225295114390491)",1.5830491453047577,45.22529511439049
LV1274,"7783089.3897, 1586332.17426","[1586332.1742616666, 7783089.389703857]",1586332.17426,7783089.3897,N3862,"(1.5550727766048522, 45.242490520290559)",1.5550727766048522,45.24249052029056
LV1275,"7781283.39517, 1589592.18789","[1589592.1878910197, 7781283.39516813]",1589592.18789,7781283.39517,N3863,"(1.5969282231047095, 45.226824981990511)",1.5969282231047095,45.22682498199051
LV1276,"7782557.3042, 1590914.57763","[1590914.5776246365, 7782557.304204894]",1590914.57763,7782557.3042,N3864,"(1.613433852404655, 45.238480650090551)",1.613433852404655,45.23848065009055
LV1277,"7784145.1689, 1593581.48626","[1593581.4862526676, 7784145.168899538]",1593581.48626,7784145.1689,N3865,"(1.646965522504545, 45.253169289290575)",1.646965522504545,45.253169289290575
LV1278,"7785296.01426, 1590201.00588","[1590201.0058815025, 7785296.014264019]",1590201.00588,7785296.01426,N3866,"(1.6037256079046895, 45.262952524890629)",1.6037256079046895,45.26295252489063
LV1279,"7785950.87489, 1590155.00135","[1590155.0013479313, 7785950.874887571]",1590155.00135,7785950.87489,N3867,"(1.6029874873046943, 45.26882461959061)",1.6029874873046943,45.26882461959061
LV1280,"7786374.71636, 1591299.50872","[1591299.5087190853, 7786374.716355206]",1591299.50872,7786374.71636,N3868,"(1.6174419782046443, 45.272818267490635)",1.6174419782046443,45.272818267490635
LV1281,"7783688.39999, 1592801.04402","[1592801.04402481, 7783688.399986923]",1592801.04402,7783688.39999,N3869,"(1.6371491340045787, 45.248942832690588)",1.6371491340045787,45.24894283269059
LV1282,"7787991.05315, 1592573.34744","[1592573.3474368067, 7787991.053153684]",1592573.34744,7787991.05315,N3870,"(1.6332702965045915, 45.287538011690692)",1.6332702965045915,45.28753801169069
LV1283,"7784502.96209, 1593733.58561","[1593733.5856015459, 7784502.962085929]",1593733.58561,7784502.96209,N3871,"(1.6488179888045369, 45.25640607769062)",1.648817988804537,45.25640607769062
LV1284,"7779020.96866, 1592421.38561","[1592421.3856104268, 7779020.968656634]",1592421.38561,7779020.96866,N3872,"(1.6333915473045868, 45.206975964390416)",1.6333915473045868,45.206975964390416
LV1285,"7780293.36161, 1591764.9844","[1591764.984403101, 7780293.361605436]",1591764.9844,7780293.36161,N3873,"(1.6247620946046162, 45.218293270490477)",1.6247620946046162,45.21829327049048
LV1286,"7760327.06086, 1597685.99904","[1597685.9990422234, 7760327.060858114]",1597685.99904,7760327.06086,N3874,"(1.7043091200043334, 45.039980637089911)",1.7043091200043334,45.03998063708991
LV1287,"7759104.51214, 1597554.26361","[1597554.2636061267, 7759104.512141794]",1597554.26361,7759104.51214,N3875,"(1.7029056681043375, 45.028985897589884)",1.7029056681043375,45.028985897589884
LV1288,"7773565.43668, 1578830.80867","[1578830.8086654553, 7773565.436681243]",1578830.80867,7773565.43668,N3876,"(1.4621940295051539, 45.155663445690273)",1.4621940295051539,45.15566344569027
LV1289,"7788061.37715, 1589141.33152","[1589141.331521633, 7788061.377147671]",1589141.33152,7788061.37715,N3877,"(1.589599932904739, 45.287605731190695)",1.589599932904739,45.287605731190695
LV1290,"7780779.60353, 1578755.0487","[1578755.0486986262, 7780779.603527832]",1578755.0487,7780779.60353,N3878,"(1.459374977505171, 45.220415313490477)",1.459374977505171,45.22041531349048
LV1291,"7777327.75739, 1579307.68648","[1579307.6864798039, 7777327.757386177]",1579307.68648,7777327.75739,N3879,"(1.4672807124051412, 45.189526063390382)",1.4672807124051412,45.18952606339038
LV1292,"7765443.82269, 1600040.9785","[1600040.978503982, 7765443.82269368]",1600040.9785,7765443.82269,N3880,"(1.7330453538042427, 45.086270950790059)",1.7330453538042427,45.08627095079006
LV1293,"7767556.91812, 1598834.672","[1598834.6720005365, 7767556.918117089]",1598834.672,7767556.91812,N3881,"(1.7173061328042964, 45.105059083390103)",1.7173061328042964,45.1050590833901
LV1294,"7765738.71863, 1599828.92272","[1599828.9227163347, 7765738.718625198]",1599828.92272,7765738.71863,N3882,"(1.7302955938042521, 45.088886510790054)",1.7302955938042521,45.088886510790054
LV1295,"7763303.23072, 1588467.92506","[1588467.9250672886, 7763303.230723507]",1588467.92506,7763303.23072,N3883,"(1.5868970120047301, 45.065220698889974)",1.58689701200473,45.06522069888997
LV1296,"7763058.72803, 1589340.92967","[1589340.9296687038, 7763058.728034534]",1589340.92967,7763058.72803,N3884,"(1.5980125932046922, 45.063171164989996)",1.5980125932046922,45.063171164989996
LV1297,"7763962.52493, 1588465.31785","[1588465.3178577125, 7763962.524925309]",1588465.31785,7763962.52493,N3885,"(1.5867084957047293, 45.071138631190003)",1.5867084957047293,45.07113863119
LV1298,"7777450.4117, 1582585.6507","[1582585.650701639, 7777450.411695641]",1582585.6507,7777450.4117,N3886,"(1.5088674263050006, 45.191213382490396)",1.5088674263050006,45.191213382490396
LV1299,"7776523.13988, 1585180.83612","[1585180.8361126683, 7776523.139875494]",1585180.83612,7776523.13988,N3887,"(1.5420435617048893, 45.183341204890354)",1.5420435617048893,45.183341204890354
LV1300,"7777463.30052, 1585638.47014","[1585638.4701363358, 7777463.300520969]",1585638.47014,7777463.30052,N3888,"(1.5476247450048721, 45.191860503390373)",1.5476247450048721,45.19186050339037
LV1301,"7775656.85753, 1581880.74139","[1581880.7413916981, 7775656.857531037]",1581880.74139,7775656.85753,N3889,"(1.5003674700050287, 45.174986846590329)",1.5003674700050287,45.17498684659033
LV1302,"7774788.66859, 1580772.11884","[1580772.1188374653, 7774788.668588588]",1580772.11884,7774788.66859,N3890,"(1.4865159198050757, 45.166995142290325)",1.4865159198050757,45.166995142290325
LV1303,"7777571.31445, 1590876.62799","[1590876.627988396, 7777571.314454249]",1590876.62799,7777571.31445,N3891,"(1.6141084355046489, 45.19370945719038)",1.6141084355046489,45.19370945719038
LV1304,"7771143.15969, 1584683.24219","[1584683.2421903603, 7771143.1596892625]",1584683.24219,7771143.15969,N3892,"(1.5370430618049031, 45.134956457290222)",1.5370430618049031,45.13495645729022
LV1305,"7771182.64014, 1599349.55686","[1599349.5568616416, 7771182.640138632]",1599349.55686,7771182.64014,N3893,"(1.7230600312042799, 45.137687177590223)",1.7230600312042799,45.13768717759022
LV1306,"7773375.68486, 1584743.3011","[1584743.301093919, 7773375.684860995]",1584743.3011,7773375.68486,N3894,"(1.537259149804904, 45.155009071490269)",1.537259149804904,45.15500907149027
LV1307,"7770962.21481, 1598004.92304","[1598004.9230436794, 7770962.214806399]",1598004.92304,7770962.21481,N3895,"(1.706051767904335, 45.135503843590215)",1.706051767904335,45.135503843590215
LV1308,"7760074.93986, 1594880.35142","[1594880.3514180125, 7760074.939859587]",1594880.35142,7760074.93986,N3896,"(1.6688419375044532, 45.037281618889892)",1.6688419375044532,45.03728161888989
LV1309,"7774332.52996, 1591157.06362","[1591157.0636218744, 7774332.52996425]",1591157.06362,7774332.52996,N3897,"(1.6184177443046313, 45.164678046490309)",1.6184177443046313,45.16467804649031
LV1310,"7776067.90751, 1589224.74051","[1589224.7405110227, 7776067.9075070815]",1589224.74051,7776067.90751,N3898,"(1.5934875696047162, 45.179939259390345)",1.5934875696047162,45.179939259390345
LV1311,"7780871.0624, 1596723.91349","[1596723.9134930968, 7780871.062395086]",1596723.91349,7780871.0624,N3899,"(1.6876306883044057, 45.224268225890498)",1.6876306883044057,45.2242682258905
LV1312,"7773737.61904, 1585639.85557","[1585639.855570517, 7773737.619035555]",1585639.85557,7773737.61904,N3900,"(1.5485468686048656, 45.158412837890282)",1.5485468686048656,45.15841283789028
LV1313,"7773327.93607, 1585658.86727","[1585658.8672743766, 7773327.936067347]",1585658.86727,7773327.93607,N3901,"(1.5488874843048652, 45.154738170690266)",1.5488874843048652,45.154738170690266
LV1314,"7761966.19656, 1581279.12273","[1581279.1227247242, 7761966.196564557]",1581279.12273,7761966.19656,N3902,"(1.4961740640050305, 45.051978716289959)",1.4961740640050305,45.05197871628996
LV1315,"7765244.79824, 1593350.82887","[1593350.8288779736, 7765244.798237559]",1593350.82887,7765244.79824,N3903,"(1.648311713604526, 45.08344832809)",1.648311713604526,45.08344832809
LV1316,"7780335.23665, 1588448.19678","[1588448.1967817016, 7780335.236646873]",1588448.19678,7780335.23665,N3904,"(1.5826185894047571, 45.218121452390484)",1.582618589404757,45.218121452390484
LV1317,"7768561.27182, 1582805.61108","[1582805.6110780279, 7768561.271821469]",1582805.61108,7768561.27182,N3905,"(1.5138698144049769, 45.111450985290148)",1.513869814404977,45.11145098529015
LV1318,"7762535.95148, 1581963.40711","[1581963.4071066359, 7762535.951479343]",1581963.40711,7762535.95148,N3906,"(1.5046974454050051, 45.057214475089957)",1.504697445405005,45.05721447508996
LV1319,"7762850.42751, 1581026.0604","[1581026.0604039372, 7762850.427508058]",1581026.0604,7762850.42751,N3907,"(1.4927470403050429, 45.059870964989976)",1.492747040305043,45.059870964989976
LV1320,"7780034.82817, 1595002.30046","[1595002.3004628057, 7780034.828173137]",1595002.30046,7780034.82817,N3908,"(1.6659446674044784, 45.216490799590488)",1.6659446674044784,45.21649079959049
LV1321,"7779429.16441, 1593201.84564","[1593201.8456444999, 7779429.1644085385]",1593201.84564,7779429.16441,N3909,"(1.6432112167045538, 45.210766504190474)",1.6432112167045538,45.210766504190474
LV1322,"7784651.7629, 1592236.2873","[1592236.2872998384, 7784651.762895869]",1592236.2873,7784651.7629,N3910,"(1.6297497362046016, 45.257501103190599)",1.6297497362046016,45.2575011031906
LV1323,"7777746.68711, 1591889.34479","[1591889.3447894214, 7777746.687107035]",1591889.34479,7777746.68711,N3911,"(1.6269270706046075, 45.195449184690389)",1.6269270706046075,45.19544918469039
LV1324,"7780577.56601, 1584316.11252","[1584316.1125177662, 7780577.566009266]",1584316.11252,7780577.56601,N3912,"(1.530069446804935, 45.21959153229048)",1.530069446804935,45.21959153229048
LV1325,"7781218.24153, 1586511.55847","[1586511.5584682482, 7781218.2415257655]",1586511.55847,7781218.24153,N3913,"(1.5578043433048412, 45.225721651690506)",1.5578043433048412,45.225721651690506
LV1326,"7765814.32698, 1592039.82086","[1592039.8208610625, 7765814.326979264]",1592039.82086,7765814.32698,N3914,"(1.6315692688045829, 45.088350170790072)",1.6315692688045829,45.08835017079007
LV1327,"7764803.73066, 1582807.97669","[1582807.9766856504, 7764803.730656123]",1582807.97669,7764803.73066,N3915,"(1.5148318645049721, 45.077720363890045)",1.514831864504972,45.077720363890045
LV1328,"7768803.37272, 1583552.78934","[1583552.7893390392, 7768803.372724712]",1583552.78934,7768803.37272,N3916,"(1.5232825972049464, 45.113755245790145)",1.5232825972049464,45.113755245790145
LV1329,"7773607.37949, 1597079.36901","[1597079.3690109188, 7773607.3794874]",1597079.36901,7773607.37949,N3917,"(1.6937347818043778, 45.159109148990289)",1.6937347818043778,45.15910914899029
LV1330,"7773882.18959, 1596873.64121","[1596873.6412115013, 7773882.189590225]",1596873.64121,7773882.18959,N3918,"(1.6910640762043894, 45.161544534890282)",1.6910640762043894,45.16154453489028
LV1331,"7773915.32978, 1596958.09911","[1596958.0991087721, 7773915.329783871]",1596958.09911,7773915.32978,N3919,"(1.6921286037043861, 45.161855132490274)",1.6921286037043861,45.161855132490274
LV1332,"7787926.58121, 1585672.15149","[1585672.1514969638, 7787926.581208036]",1585672.15149,7787926.58121,N3920,"(1.5455067595048888, 45.285807637390704)",1.5455067595048888,45.285807637390704
LV1333,"7786677.66188, 1584710.28043","[1584710.2804352916, 7786677.661881098]",1584710.28043,7786677.66188,N3921,"(1.533579626604926, 45.274428028890647)",1.533579626604926,45.27442802889065
LV1334,"7784711.85862, 1586199.84447","[1586199.8444643575, 7784711.858624852]",1586199.84447,7784711.85862,N3922,"(1.55299795730486, 45.25703490179059)",1.55299795730486,45.25703490179059
LV1335,"7788521.61462, 1587441.52021","[1587441.5202105073, 7788521.614615872]",1587441.52021,7788521.61462,N3923,"(1.5678687173048136, 45.291452292990684)",1.5678687173048136,45.291452292990684
LV1336,"7785880.96427, 1585826.12026","[1585826.1202512756, 7785880.964272655]",1585826.12026,7785880.96427,N3924,"(1.5479628036048789, 45.267467519390628)",1.547962803604879,45.26746751939063
LV1337,"7788267.7823, 1585930.16993","[1585930.169935943, 7788267.782303507]",1585930.16993,7788267.7823,N3925,"(1.5487055278048776, 45.288915486090708)",1.5487055278048776,45.28891548609071
